node,Qwen2.5-72B-Instruct,Llama-3.1-70B-Instruct,gpt-4o-mini-2024-07-18,claude-3.5-haiku,Llama-3.1-Tulu-3-70B,Qwen2.5-7B-Instruct,Llama-3.1-8B-Instruct,gpt-3.5-turbo,Llama-3.1-Tulu-3-8B
893,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
894,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
896,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
897,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.8333333333333334
899,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
900,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
901,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
902,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
903,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
904,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
905,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
906,1.0,1.0,1.0,1.0,0.875,1.0,1.0,1.0,1.0
907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
908,1.0,1.0,1.0,1.0,0.8571428571428571,1.0,1.0,1.0,1.0
909,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
910,1.0,1.0,1.0,1.0,0.8333333333333334,1.0,1.0,1.0,1.0
911,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
912,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
915,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
917,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
918,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
919,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
920,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
921,0.85,0.95,0.9,0.9,0.85,0.9,0.7,0.7,0.5
922,0.8888888888888888,0.9444444444444444,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.9444444444444444,0.7222222222222222,0.6666666666666666,0.5
923,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666
924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
925,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5
926,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
927,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
928,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.5,0.5
929,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
930,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
931,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
933,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
934,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
936,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0,1.0
937,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0
938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
939,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
940,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
941,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
943,0.6,1.0,0.6,1.0,0.4,0.8,0.8,0.2,0.4
944,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
945,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
946,0.3333333333333333,1.0,0.6666666666666666,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,0.3333333333333333
947,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.0,0.5
948,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
949,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
950,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0
951,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
952,0.5,1.0,1.0,0.5,1.0,0.5,0.5,1.0,0.5
953,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
954,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
955,1.0,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.8461538461538461,1.0,0.9230769230769231,0.6923076923076923,1.0
956,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.9166666666666666,0.75,1.0
957,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
958,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
960,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
961,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
962,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5,1.0
963,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
964,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
965,1.0,1.0,1.0,1.0,0.75,1.0,1.0,0.75,1.0
966,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,1.0
967,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
968,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
969,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
970,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
971,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
974,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
976,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
977,0.8,0.8,0.9,0.9,0.8,0.8,0.6,0.8,0.7
978,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0
979,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
980,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
981,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
984,1.0,0.75,1.0,1.0,0.75,1.0,0.5,1.0,0.5
985,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
986,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
988,1.0,0.5,1.0,1.0,0.5,1.0,0.0,1.0,0.0
989,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
990,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0
991,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
992,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
994,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0,0.8571428571428571,1.0
995,1.0,0.75,1.0,0.75,1.0,0.75,1.0,0.75,1.0
996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
999,1.0,0.5,1.0,0.5,1.0,0.5,1.0,0.5,1.0
1000,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1001,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
1002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1003,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1004,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1005,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1007,0.8242424242424242,0.8666666666666667,0.7575757575757576,0.7454545454545455,0.806060606060606,0.8242424242424242,0.6121212121212121,0.593939393939394,0.6303030303030303
1008,0.8058252427184466,0.8640776699029126,0.7281553398058253,0.7184466019417476,0.8155339805825242,0.8252427184466019,0.6310679611650486,0.6116504854368932,0.6407766990291263
1009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1010,0.8235294117647058,0.8823529411764706,0.7352941176470589,0.7058823529411765,0.8235294117647058,0.8529411764705882,0.6764705882352942,0.5882352941176471,0.6764705882352942
1011,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1012,0.5,0.75,0.5,0.75,1.0,1.0,0.5,0.5,0.25
1013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1014,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,1.0,1.0,0.3333333333333333,0.6666666666666666,0.3333333333333333
1015,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
1016,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
1017,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1018,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0
1019,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666
1020,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1021,1.0,0.5,1.0,0.5,1.0,1.0,1.0,0.5,1.0
1022,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
1023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1024,0.9166666666666666,0.8333333333333334,0.8333333333333334,0.6666666666666666,0.9166666666666666,0.8333333333333334,0.75,0.8333333333333334,0.8333333333333334
1025,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0
1026,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
1027,0.9,0.8,0.9,0.7,0.9,0.8,0.7,0.8,0.8
1028,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
1029,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1030,0.875,0.75,0.875,0.75,0.875,0.75,0.625,0.875,0.75
1031,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1032,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.7142857142857143,0.8571428571428571,0.8571428571428571
1033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1034,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666
1035,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1036,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,0.5
1037,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1039,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0,1.0,1.0
1040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1041,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0
1042,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0
1043,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1044,0.8461538461538461,1.0,0.6923076923076923,0.7692307692307693,0.7692307692307693,0.8461538461538461,0.6153846153846154,0.46153846153846156,0.7692307692307693
1045,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1046,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1047,0.9090909090909091,1.0,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.9090909090909091,0.6363636363636364,0.45454545454545453,0.8181818181818182
1048,0.8888888888888888,1.0,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.7777777777777778
1049,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
1050,0.875,1.0,0.75,0.875,0.75,1.0,0.625,0.25,0.875
1051,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1052,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1053,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
1054,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1055,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1056,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1057,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
1058,1.0,1.0,1.0,0.5,1.0,1.0,0.5,0.0,1.0
1059,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1060,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
1061,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1062,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1063,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1064,0.7222222222222222,0.8333333333333334,0.6666666666666666,0.7222222222222222,0.7222222222222222,0.7222222222222222,0.6666666666666666,0.6666666666666666,0.6111111111111112
1065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1066,0.5,0.5,0.0,0.5,0.5,0.0,0.5,0.5,0.0
1067,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0
1068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1069,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1071,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1072,1.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666
1073,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
1074,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1075,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1076,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1077,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.0,1.0
1078,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1079,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1080,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1081,0.8,1.0,0.8,1.0,0.8,1.0,1.0,0.8,0.8
1082,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.6666666666666666
1083,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1084,0.5,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.5
1085,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
1086,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1087,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1088,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1089,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1090,0.5,1.0,0.5,0.5,0.5,0.5,0.5,1.0,0.5
1091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1092,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1093,0.5714285714285714,0.6428571428571429,0.6428571428571429,0.6428571428571429,0.7142857142857143,0.6428571428571429,0.2857142857142857,0.42857142857142855,0.5
1094,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1095,0.6153846153846154,0.6153846153846154,0.6923076923076923,0.6923076923076923,0.7692307692307693,0.6923076923076923,0.3076923076923077,0.46153846153846156,0.5384615384615384
1096,0.6666666666666666,0.5833333333333334,0.6666666666666666,0.6666666666666666,0.75,0.6666666666666666,0.3333333333333333,0.5,0.5
1097,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333
1098,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1099,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1100,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
1101,0.7777777777777778,0.6666666666666666,0.6666666666666666,0.7777777777777778,0.7777777777777778,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.5555555555555556
1102,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1103,0.75,0.625,0.625,0.75,0.75,0.625,0.25,0.375,0.5
1104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1105,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1106,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
1107,1.0,0.75,0.75,0.75,1.0,1.0,0.25,0.75,1.0
1108,1.0,0.5,0.5,0.5,1.0,1.0,0.5,1.0,1.0
1109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1110,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
1111,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
1112,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1113,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1114,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1115,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1116,0.9444444444444444,0.9722222222222222,0.8055555555555556,0.7777777777777778,0.9166666666666666,0.9444444444444444,0.7222222222222222,0.6944444444444444,0.6944444444444444
1117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1118,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1120,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1121,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.6666666666666666
1122,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1123,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1124,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1126,1.0,1.0,0.5,0.75,1.0,1.0,1.0,0.5,0.75
1127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1128,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0,1.0,1.0,0.3333333333333333,0.6666666666666666
1129,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,1.0
1130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1131,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
1132,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
1133,1.0,1.0,0.75,1.0,1.0,1.0,0.75,0.75,0.75
1134,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0
1135,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
1136,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0
1138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1139,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1140,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1141,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.3333333333333333
1142,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1143,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1144,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1145,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
1146,1.0,1.0,0.8333333333333334,0.8333333333333334,0.8333333333333334,1.0,0.8333333333333334,0.8333333333333334,0.75
1147,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
1148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1149,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1150,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1151,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1152,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1153,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1154,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1156,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1157,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1158,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1159,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1160,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1161,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.75,1.0
1162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1163,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6666666666666666,1.0
1164,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1165,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1166,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1168,0.5,1.0,0.5,0.0,1.0,0.5,0.0,0.0,0.0
1169,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1170,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
1171,0.8548387096774194,0.8709677419354839,0.8064516129032258,0.7903225806451613,0.7903225806451613,0.8225806451612904,0.5806451612903226,0.5645161290322581,0.6129032258064516
1172,0.9090909090909091,1.0,1.0,0.9090909090909091,1.0,1.0,0.8181818181818182,0.7272727272727273,0.9090909090909091
1173,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1174,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
1175,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1176,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1177,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,1.0
1178,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1179,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1180,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1182,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1183,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1184,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1185,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1186,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0
1187,0.5,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0
1188,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1190,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
1191,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.6666666666666666
1192,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
1193,1.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0
1194,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0
1195,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1196,1.0,0.75,0.75,0.75,0.75,1.0,0.5,0.0,0.5
1197,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1198,1.0,0.6666666666666666,1.0,0.6666666666666666,1.0,1.0,0.6666666666666666,0.0,0.6666666666666666
1199,1.0,0.5,1.0,0.5,1.0,1.0,0.5,0.0,0.5
1200,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1201,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
1202,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
1203,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,0.5
1204,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
1205,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
1206,1.0,0.9230769230769231,0.7692307692307693,0.8461538461538461,0.9230769230769231,0.6923076923076923,0.6923076923076923,0.5384615384615384,0.6153846153846154
1207,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,0.5
1208,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
1209,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
1210,1.0,1.0,0.75,0.75,1.0,0.75,1.0,0.75,0.75
1211,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1212,1.0,1.0,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666
1213,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1214,1.0,1.0,0.5,0.5,1.0,0.5,1.0,0.5,0.5
1215,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1216,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
