,size,depth,capability,distinction,kendall_tau
2144,1,6,Performing operations with defined binary functions and applying arithmetic calculations.,Operations with binary functions,
2145,1,6,Applying a defined binary operation to numerical inputs and performing arithmetic calculations.,Binary operations on numbers,
2146,7,5,Evaluating and manipulating composite functions and performing arithmetic operations with real numbers,Composite function manipulation and real arithmetic,0.6324555320336759
2147,4,6,Evaluating and manipulating composite functions and performing arithmetic operations on their results,Composite function arithmetic operations,0.6324555320336759
2148,1,7,Evaluating composite functions and performing arithmetic operations on their results.,Arithmetic on composite function results,0.6324555320336759
2149,3,7,Evaluating and manipulating composite functions,Manipulating composite functions,
2150,1,8,Evaluating composite functions and performing arithmetic operations on their results.,Manipulating composite function outcomes,
2151,1,8,Evaluating composite functions and performing arithmetic operations on their results.,Performing arithmetic on function results,
2152,1,8,Evaluating composite functions and performing arithmetic operations on their results.,Evaluating composite functions,
2153,1,6,Evaluating floor functions and performing arithmetic operations with real numbers.,Floor functions and real number arithmetic,
2154,2,6,Evaluating and manipulating composite functions,Composite function manipulation,
2155,1,7,Evaluating composite functions and performing arithmetic operations on their outputs.,Arithmetic on composite function outputs,
2156,1,7,Evaluating composite functions and performing arithmetic operations on their outputs.,Arithmetic on composite function outputs,
2157,1,5,Applying a custom binary operation to numerical values.,Custom binary operations on numbers,
2158,20,4,"Performing arithmetic operations and manipulations across various numeral systems and formats, including decimals, fractions, and non-decimal bases, with precision and understanding of place value, carrying, and borrowing.",Precision arithmetic in diverse formats,0.7999999999999999
2159,2,5,Performing decimal addition with alignment and carrying over,Decimal addition with alignment and carrying,0.5163977794943223
2160,1,6,Performing decimal addition with carrying over.,Decimal addition with carrying,0.0
2161,1,6,Performing decimal addition with proper alignment and carrying.,Aligned decimal addition with carrying,0.6324555320336759
2162,1,5,Identifying repeating decimal patterns and calculating positional values within them.,Repeating decimal pattern identification,-0.25819888974716115
2163,2,5,Performing arithmetic operations in various base number systems with carrying and borrowing,Base system arithmetic with carrying and borrowing,0.7745966692414834
2164,1,6,Analyzing base number systems and performing arithmetic operations with carrying.,Arithmetic in base systems with carrying analysis,0.31622776601683794
2165,1,6,"Performing arithmetic operations in base 3, including addition and subtraction, while managing carrying and borrowing.",Base 3 arithmetic with carrying and borrowing,0.6324555320336759
2166,2,5,Multiplying numbers in a non-decimal base while managing carries and remainders,Non-decimal multiplication with carries,0.6324555320336759
2167,1,6,Multiplying numbers in a non-decimal base while managing carries and remainders.,Handling carries and remainders in non-decimal multiplication,0.6324555320336759
2168,1,6,Multiplying numbers in a non-decimal base while managing carry-over values.,Managing carry-over in non-decimal multiplication,0.6324555320336759
2169,3,5,Utilizing place value concepts to manipulate decimals and fractions,Decimal and fraction manipulation via place value,0.11952286093343936
2170,1,6,Applying place value concepts to perform decimal multiplication.,Decimal multiplication using place value,
2171,2,6,Manipulating decimals and fractions through regrouping and place value understanding,Regrouping decimals and fractions,0.11952286093343936
2172,1,7,Performing decimal addition through regrouping and place value manipulation.,Decimal addition using regrouping and place value,0.0
2173,1,7,Performing decimal conversion through fraction manipulation and place value identification.,Decimal conversion via fraction and place value,0.25819888974716115
2174,4,5,"Performing precise arithmetic operations with fractions, decimals, and absolute values, and calculating average speed",Precise operations with fractions and decimals,0.5976143046671968
2175,1,6,Converting fractions to decimal form and performing addition with precision.,Fraction-to-decimal conversion and precise addition,
2176,3,6,"Performing arithmetic operations with decimals, fractions, and absolute values, and calculating average speed","Precise arithmetic with decimals, fractions, and averages",0.5976143046671968
2177,1,7,Calculating average speed and performing arithmetic operations with decimals.,Average speed and decimal arithmetic,0.31622776601683794
2178,2,7,"Performing arithmetic operations with absolute values, fractions, and decimals.","Arithmetic with absolute values, fractions, and decimals",0.6324555320336759
2179,1,8,Calculating absolute values and performing operations with fractions and decimals.,Absolute values and operations with fractions and decimals,
2180,1,8,Calculating absolute differences and performing fractional arithmetic.,Absolute differences and fractional arithmetic,0.6324555320336759
2181,5,5,Performing multi-step arithmetic operations and estimations with whole and decimal numbers using column alignment,Column-aligned multi-step arithmetic,0.4472135954999579
2182,1,6,Organizing and performing multi-digit decimal subtraction using column alignment.,Column-aligned multi-digit decimal subtraction,0.6324555320336759
2183,4,6,Performing multi-step arithmetic operations and estimations with whole and decimal numbers,Multi-step arithmetic and estimation,0.4472135954999579
2184,2,7,"Executing multi-step arithmetic operations involving addition, subtraction, and multiplication of whole and decimal numbers.","Multi-step arithmetic with addition, subtraction, and multiplication",0.6324555320336759
2185,1,8,"Performing arithmetic operations involving multiplication and addition, followed by executing subtraction.",Multiplication and addition with subsequent subtraction,
2186,1,8,Performing multi-step arithmetic operations involving addition and subtraction of decimal numbers.,Addition and subtraction of decimals,0.6324555320336759
2187,2,7,Rounding numbers and performing addition to estimate totals,Rounding and adding for total estimation,0.4472135954999579
2188,1,8,Performing arithmetic operations involving addition and rounding to the nearest ten.,Addition with rounding to nearest ten,0.7745966692414834
2189,1,8,Rounding decimal numbers and performing addition to estimate totals.,Rounding decimals for total estimation,0.0
2190,1,5,Performing arithmetic operations in non-decimal numeral systems.,Arithmetic in non-decimal systems,0.6324555320336759
2191,6,4,Performing base-specific subtraction with and without borrowing,Base-specific subtraction techniques,0.0
2192,1,5,Performing base-specific subtraction without borrowing.,Base subtraction without borrowing,-0.25819888974716115
2193,5,5,Performing base-specific subtraction with borrowing techniques,Base subtraction with borrowing,0.25819888974716115
2194,1,6,Performing base-specific subtraction with borrowing.,Base-specific subtraction with borrowing,-0.25819888974716115
2195,4,6,Performing base-specific subtraction with borrowing techniques,Base-specific subtraction with borrowing techniques,0.4472135954999579
2196,1,7,Performing base-specific subtraction with borrowing techniques.,Base-specific subtraction with borrowing,
2197,3,7,Performing base-specific subtraction with borrowing techniques.,Base-specific subtraction with borrowing,0.4472135954999579
2198,1,8,Performing base-specific subtraction with borrowing techniques.,Base subtraction with borrowing.,0.25819888974716115
2199,1,8,Performing base-specific subtraction with borrowing techniques.,Base subtraction with borrowing.,0.25819888974716115
2200,1,8,Performing base-specific subtraction with borrowing techniques.,Base subtraction with borrowing.,0.5163977794943223
2201,5,4,Calculating days of the week using division and modular arithmetic,Day calculation via modular arithmetic,0.9486832980505137
2202,1,5,Calculating the day of the week for specific dates in a leap year.,Weekday calculation in leap years,0.31622776601683794
2203,1,5,Calculating the remainder of a division to determine the day of the week after a specified number of days.,Remainder for weekday calculation,0.5163977794943223
2204,1,5,Calculating the conversion of days into weeks through division.,Weeks from days via division,0.25819888974716115
2205,2,5,Determining the day of the week using modular arithmetic,Modular arithmetic for weekdays,0.8944271909999159
2206,1,6,Calculating the day of the week by determining the remainder of days after complete weeks.,Remainder of days after full weeks,0.5163977794943223
2207,1,6,Calculating the day of the week by determining the remainder of days in a weekly cycle.,Remainder of days in weekly cycle,0.7745966692414834
2208,13,4,Estimating and manipulating numerical expressions and systems,Estimating numerical expressions,0.7378647873726218
2209,2,5,Manipulating and calculating with scientific notation,Calculating with scientific notation,-0.11952286093343936
2210,1,6,Identifying and manipulating powers of ten in scientific notation.,Powers of ten manipulation,0.31622776601683794
2211,1,6,Calculating the product of numbers in scientific notation and determining the resulting number of trailing zeroes in standard form.,Product calculation and trailing zeroes,-0.6324555320336759
2212,1,5,Estimating logarithmic values between known powers.,Estimating intermediate logarithmic values,-0.31622776601683794
2213,6,5,Estimating and manipulating numerical and algebraic expressions,Estimating and manipulating expressions,0.7745966692414834
2214,1,6,Estimating numerical values through rounding and simplifying expressions.,Rounding and simplifying numerical expressions,0.7745966692414834
2215,5,6,Performing complex calculations and manipulations of numerical and algebraic systems,Complex calculations and algebraic manipulations,0.4472135954999579
2216,3,7,Manipulating numeral systems and algebraic expressions,Numeral systems and algebraic manipulation,0.4472135954999579
2217,1,8,Solving equations involving base conversions and digit manipulation.,Equation solving with base and digit changes,0.31622776601683794
2218,2,8,Converting and manipulating numeral systems and algebraic expressions,Numeral and algebraic conversions,0.35856858280031806
2219,1,9,Converting integers between numeral systems and calculating digit sums.,Integer conversions and digit sum calculations,0.0
2220,1,9,Expanding algebraic expressions and converting between numeral systems.,Expanding expressions and numeral conversions,0.6324555320336759
2221,2,7,Calculating and simplifying numerical expressions using modular arithmetic and root comparison,Modular arithmetic and root simplification,0.7745966692414834
2222,1,8,Calculating units digits through modular arithmetic and simplifying expressions.,Units digit calculation via modular arithmetic,0.7745966692414834
2223,1,8,Calculating and comparing roots of numbers.,Root calculation and comparison,
2224,4,5,Converting and analyzing numerical systems,Converting and analyzing number systems,0.8944271909999159
2225,1,6,Calculating the maximum value of a binary number by converting its digit representation to decimal form.,Binary to decimal maximum value calculation,
2226,3,6,Analyzing numerical properties in various base systems,Base system numerical property analysis,0.8944271909999159
2227,2,7,Determining the units digit in various base systems,Units digit identification in bases,0.8944271909999159
2228,1,8,Calculating the units digit of a product in a specified base system.,Units digit of multiplied numbers,0.6324555320336759
2229,1,8,Squaring the units digit in a given number base to determine the resulting units digit.,Units digit of squared numbers,0.7745966692414834
2230,1,7,Calculating the number of digits in different base representations of a number.,Digit count in base systems,0.7745966692414834
2231,10,4,Rounding numbers and performing arithmetic operations involving currency and decimals,Rounding and currency arithmetic,0.31622776601683794
2232,3,5,Rounding decimals by evaluating fractional equivalents and place values,Decimal rounding by place value,0.0
2233,1,6,Rounding decimal values by comparing fractional equivalents.,Comparing fractions for decimal rounding,
2234,2,6,Applying rounding rules by analyzing place values and decimal ranges.,Analyzing place values for rounding,0.0
2235,1,7,Rounding numbers by analyzing place values and applying rounding rules.,Place value analysis for rounding,-0.25819888974716115
2236,1,7,Analyzing decimal ranges and applying rounding rules.,Decimal range analysis for rounding,0.25819888974716115
2237,1,5,Performing currency conversion calculations and rounding results to the nearest whole number.,Currency conversion and rounding,0.31622776601683794
2238,6,5,Rounding numbers and performing arithmetic operations,Rounding and arithmetic operations,0.35856858280031806
2239,3,6,Rounding decimal numbers and performing addition,Decimal rounding and addition,0.0
2240,2,7,Rounding decimal numbers to specified place values,Round to specified place value,0.0
2241,1,8,Rounding decimal numbers to the nearest tenth based on the value of the hundredths digit.,Tenth rounding using hundredths,0.0
2242,1,8,Rounding decimal numbers to the nearest specified place value.,Nearest place value rounding,
2243,1,7,Rounding decimal numbers to the nearest tenth and performing addition of the results.,"Round to nearest tenth, then add",0.0
2244,3,6,Rounding numbers by evaluating and assessing place value influences,Place value-based rounding,0.6324555320336759
2245,1,7,Rounding numbers by evaluating the digit in the tenths place to determine the appropriate whole number.,Evaluating tenths digit for whole number rounding,0.6324555320336759
2246,2,7,Rounding numbers by assessing the influence of digits in specified place values,Assessing digit influence in specified place values,
2247,1,8,Rounding numbers to the nearest specified place value while determining the impact of adjacent digits on the final result.,Rounding to nearest place value with adjacent digit impact,
2248,1,8,Rounding decimal numbers by evaluating the significance of digits in specified place values.,Rounding decimals by digit significance,
2249,8,4,Performing advanced numerical operations and manipulations,Advanced numerical manipulations,0.9486832980505137
2250,1,5,Performing base conversion and polynomial manipulation through multiplication and addition.,Base conversion and polynomial math,
2251,2,5,Applying exponentiation and performing sequential operations,Exponentiation and sequences,0.8944271909999159
2252,1,6,Applying exponent rules and performing sequential multiplicative operations.,Exponent rules with sequential multiplication,0.7745966692414834
2253,1,6,Applying defined operations and performing exponentiation with subsequent addition.,Exponentiation followed by addition,0.6324555320336759
2254,3,5,Executing arithmetic operations with carrying,Arithmetic with carrying,0.8366600265340756
2255,1,6,Performing base multiplication with carry-over adjustments.,Base multiplication with carry-over,0.5163977794943223
2256,2,6,Performing binary addition with carrying,Binary addition with carry,0.5163977794943223
2257,1,7,Performing binary addition with carrying over values.,Binary addition with carry propagation.,
2258,1,7,Performing binary addition with carrying over values.,Binary addition with carry propagation.,0.5163977794943223
2259,2,5,Performing operations with complex and real numbers,Complex and real number operations,
2260,1,6,Calculating the magnitudes of complex numbers and performing multiplication of real numbers.,Magnitude calculation and real number multiplication,
2261,1,6,Performing complex number addition and subtraction.,Complex number addition and subtraction,
2262,35,4,Converting and analyzing numbers across different bases using various techniques and calculations,Base conversions and calculations,0.7999999999999999
2263,1,5,Applying inequalities to determine base representations of numbers.,Inequalities for base representation determination,-0.25819888974716115
2264,1,5,Calculating the largest integer in a given base system by converting base representations to decimal form.,Largest integer calculation in base systems,0.5163977794943223
2265,5,5,Analyzing and converting numbers across different bases,Cross-base number analysis and conversion,0.9486832980505137
2266,1,6,Determining the number of digits in a base conversion by analyzing powers of the base.,Digit count via base power analysis,0.7745966692414834
2267,4,6,Converting and analyzing numbers across different bases,Base conversion and analysis,0.8944271909999159
2268,3,7,Converting numbers between bases and solving for key or unknown digits,Base conversion with unknown digit resolution,0.8944271909999159
2269,2,8,Converting numbers between bases and identifying key digits,Identifying key digits in base conversions,0.8366600265340756
2270,1,9,Converting numbers between different bases and identifying common digits.,Identifying common digits in base conversions,0.6324555320336759
2271,1,9,Converting numbers between different bases and identifying significant digits.,Identifying significant digits in base conversions,0.6324555320336759
2272,1,8,Converting numbers between different bases and solving for unknown digits.,Solving for unknown digits in base conversions,0.31622776601683794
2273,1,7,Identifying and converting integers into different bases while analyzing their digit representations.,Integer base conversion and digit analysis,
2274,1,5,Converting numbers between bases and identifying palindromic representations.,Base conversion and palindromic identification,
2275,2,5,Converting numbers between different bases using digit grouping and fractional representation techniques.,Digit grouping and fractional base conversion,0.5976143046671968
2276,1,6,Converting binary numbers to octal by grouping and translating digit blocks.,Binary to octal via digit grouping.,0.6324555320336759
2277,1,6,Converting fractions to binary representation using negative powers of two.,Fractions to binary with negative powers.,0.5163977794943223
2278,5,5,Converting numbers between bases using division and power techniques,Base conversion with division and power,0.7378647873726218
2279,4,6,Converting decimal numbers to different base representations through systematic division and decomposition.,Decimal to base conversion using division and decomposition,0.7378647873726218
2280,2,7,Converting decimal numbers to alternative base representations through systematic decomposition and division.,Systematic decomposition and division,0.8944271909999159
2281,1,8,Converting decimal numbers to alternative base representations through systematic decomposition into powers of the base.,Decomposition into base powers,0.7745966692414834
2282,1,8,Converting decimal numbers to alternative base representations through systematic division and power identification.,Division and power identification,0.5163977794943223
2283,2,7,Converting decimal numbers to equivalent representations in various bases through systematic division and remainder calculations.,Systematic division and remainder calculations,0.35856858280031806
2284,1,8,Converting decimal numbers to their equivalent base-8 representations through systematic division and remainder calculations.,Decimal to base-8 conversion,0.5163977794943223
2285,1,8,Converting decimal numbers to their equivalent representation in a different base through systematic division and remainder calculation.,Base conversion using division and remainder,0.0
2286,1,6,Performing base conversion through successive division and power identification.,Base conversion via division and power recognition,0.5163977794943223
2287,11,5,Converting and performing arithmetic operations in various numeral systems,Arithmetic in multiple numeral systems,0.9999999999999999
2288,9,6,Converting numbers between bases and performing arithmetic operations across numeral systems,Cross-base conversions and arithmetic operations,0.9999999999999999
2289,1,7,Converting numbers from one base to another and performing arithmetic operations in base ten.,Base conversion and base ten operations,0.6324555320336759
2290,1,7,Converting numbers between bases and performing arithmetic operations with decimal values.,Base conversion and decimal arithmetic,0.7745966692414834
2291,2,7,Converting and calculating with numbers in various bases,Base conversion and calculations,0.0
2292,1,8,Converting numbers from various bases to base 10 and performing arithmetic operations on the results.,"Convert bases to base 10, then calculate.",
2293,1,8,Converting numbers from various bases to base 10 and performing arithmetic operations on the results.,"Convert bases to base 10, then calculate.",0.0
2294,1,7,Converting between number bases and performing arithmetic operations in octal.,Base conversion and octal arithmetic,
2295,1,7,Converting numbers between bases and calculating the sum of an arithmetic series.,Base conversion and arithmetic series,0.6324555320336759
2296,1,7,Performing base conversion and arithmetic operations with different numeral systems.,Base conversion and numeral operations,
2297,2,7,Converting and calculating with numbers in different bases,Base conversion and arithmetic,0.7745966692414834
2298,1,8,Converting numbers from one base to another and performing arithmetic operations on the resulting values.,Converting bases and calculating results,0.6324555320336759
2299,1,8,Converting numbers from one base to another and performing arithmetic operations on the resulting values.,Converting bases and calculating results,0.31622776601683794
2300,2,6,Performing arithmetic operations and conversions in non-decimal base systems,Arithmetic and conversions in non-decimal bases,0.8366600265340756
2301,1,7,Multiplying numbers in a non-decimal base system and converting the result to the same base.,Base-specific multiplication and conversion,0.6324555320336759
2302,1,7,Converting decimal numbers to non-decimal bases and summing the resulting digits.,Decimal to base conversion and digit summation,0.7745966692414834
2303,7,5,Converting numbers between bases using positional value calculations and base power coefficients.,Base conversion using positional and power methods,0.8366600265340756
2304,1,6,Converting numbers from one base to another through systematic expansion and summation of positional values.,Base conversion via positional expansion,
2305,1,6,Converting decimal numbers to a specified base by determining coefficients of powers of the base.,Decimal to base conversion using coefficients,0.6324555320336759
2306,1,6,Converting exponential expressions to a common base for simplification and comparison.,Exponential base simplification,0.6324555320336759
2307,1,6,Converting integers between different numeral systems by applying positional value calculations and identifying the largest powers of the base.,Integer base conversion using largest powers,0.6324555320336759
2308,3,6,Converting numbers between bases using positional value calculations,Positional value base conversion,0.8366600265340756
2309,2,7,Converting numbers between bases using positional value calculations,Inter-base conversion with positional calculations,0.6708203932499368
2310,1,8,Converting numbers from one base to another by applying positional value calculations.,Base conversion using positional values,0.6324555320336759
2311,1,8,Converting numbers from one base to another by applying positional value calculations.,Base conversion using positional values,0.5163977794943223
2312,1,7,Converting numbers from one base to another by applying positional value calculations.,Base conversion using positional values,0.0
2313,2,5,Calculating decimal equivalents using positional notation,Decimal calculation via positional notation,
2314,1,6,Calculating the decimal equivalent of a number in a non-decimal base using positional notation.,Non-decimal base conversion to decimal,
2315,1,6,Calculating the decimal equivalent of a number in a non-decimal base using positional notation.,Non-decimal base conversion to decimal,
2316,10,4,Performing and analyzing arithmetic operations in various numeral systems,Arithmetic in various numeral systems,0.35856858280031806
2317,6,5,Performing arithmetic operations with precision and carrying in various numeral systems,Precision arithmetic in numeral systems,0.6708203932499368
2318,1,6,Performing base addition with carrying in a non-decimal numeral system.,Base addition with carrying in non-decimal systems,0.6324555320336759
2319,1,6,Performing decimal subtraction with precision.,Precision decimal subtraction,0.0
2320,1,6,Performing arithmetic operations in a non-decimal base system.,Non-decimal base arithmetic operations,0.31622776601683794
2321,2,6,Performing subtraction in non-decimal base systems with carrying and digit management,Non-decimal subtraction with carrying,0.4472135954999579
2322,1,7,Performing subtraction in a non-decimal base system while managing carrying and digit representation.,Subtraction with carrying in non-decimal bases,0.6324555320336759
2323,1,7,Performing subtraction in a non-decimal base system.,Subtraction in non-decimal bases,0.25819888974716115
2324,1,6,Performing base-specific subtraction while accurately determining the units digit.,Base-specific subtraction with units digit accuracy,0.6324555320336759
2325,4,5,Analyzing and manipulating numbers in various base systems,Base system number analysis,0.11952286093343936
2326,2,6,Analyzing numerical bases and digit constraints,Base system analysis and digit limits,0.6324555320336759
2327,1,7,Counting in a non-decimal base while applying binary digit constraints.,Counting with binary constraints in non-decimal bases,0.6324555320336759
2328,1,7,Determining the smallest base for a given integer to maintain a specific digit count in its representation.,Smallest base for fixed digit count,0.6324555320336759
2329,2,6,Calculating and manipulating numbers in non-decimal base systems,Non-decimal base calculations,-0.31622776601683794
2330,1,7,Calculating remainders to determine the last digit in a different base representation.,Remainder calculation for last digit in alternate bases,
2331,1,7,Performing long division in a non-decimal base system.,Long division in non-decimal bases,-0.31622776601683794
2332,166,3,"Analyzing and manipulating prime factorizations and numerical properties through combinatorial, algebraic, and modular techniques",Exploring prime factorizations with combinatorial methods,0.7999999999999999
2333,28,4,Analyzing and manipulating prime numbers and their properties through systematic evaluation and verification,Prime numbers through systematic evaluation and verification,0.39999999999999997
2334,4,5,Systematically identifying and verifying prime numbers through testing and analysis,Systematic prime verification,0.9999999999999999
2335,2,6,Identifying and verifying prime numbers through systematic subtraction and divisibility testing,Prime verification through subtraction and divisibility testing,0.8944271909999159
2336,1,7,Identifying and verifying prime numbers through systematic subtraction and divisibility testing.,Subtraction-enhanced prime verification,0.7745966692414834
2337,1,7,Identifying and verifying prime numbers through systematic divisibility testing.,Divisibility-based prime verification,0.6324555320336759
2338,2,6,Identifying prime numbers through systematic testing and mathematical analysis,Systematic prime identification via testing and analysis,0.8944271909999159
2339,1,7,Identifying prime numbers through systematic testing and elimination based on mathematical properties.,Testing and elimination using mathematical properties,0.6324555320336759
2340,1,7,Identifying prime numbers through modular arithmetic and systematic testing of integer sequences.,Modular arithmetic and sequence testing,0.7745966692414834
2341,1,5,Evaluating the primality of numbers through systematic addition and verification.,Primality through addition,-0.31622776601683794
2342,1,5,Testing for primality by identifying and evaluating prime numbers up to the square root of a given integer.,Primality testing by square root,-0.6324555320336759
2343,1,5,Determining the smallest integer that is relatively prime to given composite numbers.,Smallest coprime determination,0.6324555320336759
2344,2,5,Analyzing digit combinations and prime number properties,Digit-prime property analysis,0.35856858280031806
2345,1,6,Analyzing combinations of digits to identify prime numbers.,Digit combinations for prime identification,0.25819888974716115
2346,1,6,Analyzing digit placement and prime number properties to determine valid combinations.,Digit placement for valid combinations,0.6324555320336759
2347,2,5,Determining relative primality of integers through prime factorization analysis.,Relative primality via factorization,0.35856858280031806
2348,1,6,Identifying integers that are relatively prime to a given product by analyzing prime factorization.,Relatively prime integers to a product,0.25819888974716115
2349,1,6,Identifying integers that are relatively prime to a given number within a specified range.,Relatively prime integers in a range,0.6324555320336759
2350,2,5,Analyzing and verifying prime numbers through digit manipulation and reversal,Digit-based prime verification,0.35856858280031806
2351,1,6,Identifying and analyzing properties of prime numbers and their digit reversals.,Prime properties and reversal analysis,0.5163977794943223
2352,1,6,Identifying and verifying prime numbers through digit manipulation and reversal.,Prime verification via digit manipulation,0.0
2353,6,5,Manipulating and analyzing prime numbers and their properties,Prime properties analysis,0.5270462766947298
2354,3,6,Identifying and manipulating prime numbers to calculate products and sums,Prime number identification for calculations,0.6324555320336759
2355,1,7,Identifying prime numbers and calculating their products while summing the resulting digits.,Prime products: digit sum calculation,0.6324555320336759
2356,1,7,Identifying and multiplying prime numbers to determine minimum products.,Prime multiplication: minimum products,
2357,1,7,Identifying and analyzing pairs of prime integers to determine their sums and products.,Prime pairs: sums and products,
2358,3,6,Analyzing and manipulating prime numbers and their properties,Prime number analysis and manipulation,0.4472135954999579
2359,2,7,Identifying and analyzing prime numbers through grouping and divisor principles,Grouping primes by divisors for analysis,0.6324555320336759
2360,1,8,Identifying and summing prime numbers through systematic grouping and divisibility analysis.,Prime summation via grouping and divisibility.,0.31622776601683794
2361,1,8,Identifying prime numbers and applying divisor counting principles.,Prime identification using divisor counting.,0.25819888974716115
2362,1,7,Identifying and summing distinct prime numbers to determine their properties.,Summing distinct primes for property analysis,0.25819888974716115
2363,8,5,Identifying and manipulating prime numbers within specified constraints,Constrained prime manipulation,0.39999999999999997
2364,7,6,Identifying and analyzing prime numbers within specified numerical constraints,Prime number analysis within constraints,0.39999999999999997
2365,1,7,Identifying and evaluating prime numbers within a set of two-digit combinations.,Primes in two-digit combinations,0.0
2366,1,7,Identifying prime numbers within a specified range and understanding their unique factorization properties.,Primes and unique factorization,0.5163977794943223
2367,1,7,Identifying and enumerating prime numbers within a specified range based on factorial properties.,Primes by factorial properties,0.6324555320336759
2368,1,7,Identifying prime numbers within a specified numerical range based on their square values.,Primes by square values,0.25819888974716115
2369,2,7,Identifying and analyzing prime numbers within a specified numerical range,Analyzing primes in a range,0.6324555320336759
2370,1,8,Identifying and analyzing prime numbers within a specified range.,Analyzing primes in a range,0.6324555320336759
2371,1,8,Identifying and evaluating prime numbers within a specified numerical range.,Evaluating primes in a range,0.0
2372,1,7,Identifying and counting prime numbers within specified numerical constraints.,Counting primes within constraints,-0.25819888974716115
2373,1,6,Identifying and multiplying the two largest distinct prime numbers within a specified range.,Largest distinct primes multiplication,0.25819888974716115
2374,1,5,Identifying and analyzing prime numbers to determine valid combinations that meet specific summation criteria.,Prime sum combinations,-0.6324555320336759
2375,26,4,"Factoring numbers and expressions to analyze and apply properties of primes, cubes, and permutations.","Factoring for primes, cubes, and permutations",0.6
2376,2,5,Performing prime factorization of composite numbers.,Composite number prime factorization,0.7745966692414834
2377,1,6,Performing prime factorization of composite numbers.,Prime factorization of large composites.,
2378,1,6,Performing prime factorization of composite numbers.,Prime factorization of small composites.,0.7745966692414834
2379,1,5,Recognizing and applying the factorization of the sum of cubes in polynomial expressions.,Sum of cubes factorization in polynomials,0.6324555320336759
2380,1,5,Factoring integers to identify constraints on odd and even components.,Odd and even component constraints in factoring,0.6324555320336759
2381,1,5,Factoring integers and calculating permutations of digit arrangements.,Digit permutation calculation in integers,
2382,9,5,Factoring numbers into prime components and analyzing their properties,Prime component analysis in numbers,0.8366600265340756
2383,1,6,Factoring whole numbers into their prime components while identifying constraints on their multiplicative properties.,Identifying constraints in prime factorization,-0.25819888974716115
2384,1,6,Factoring numbers using the difference of squares and identifying prime factors.,Using difference of squares for prime factors,
2385,1,6,Factoring and expressing numbers in terms of their prime factorization.,Expressing numbers in prime factorization,0.6324555320336759
2386,6,6,Factoring integers and analyzing their prime components and common factors,Analyzing prime components and common factors,0.8366600265340756
2387,1,7,Factoring integers into their prime components and applying the properties of greatest common divisors.,Greatest common divisor properties,0.25819888974716115
2388,1,7,Factoring integers into their prime components and summing distinct prime factors.,Sum of distinct prime factors,0.6324555320336759
2389,4,7,Factoring integers and analyzing their prime and common factors,Prime and common factor analysis,0.35856858280031806
2390,2,8,Factoring integers and analyzing their prime factors,Prime factor analysis,0.31622776601683794
2391,1,9,Factoring integers and identifying common prime factors.,Identifying common prime factors,
2392,1,9,Factoring integers and determining their prime factorization.,Prime factorization of integers,0.31622776601683794
2393,2,8,Factoring integers into their prime components and identifying common and square factors.,Prime and common factor identification,0.31622776601683794
2394,1,9,Factoring integers into their prime components and identifying square factors.,Square factor identification,0.31622776601683794
2395,1,9,Factoring integers into their prime components and identifying common factors.,Common factor identification,
2396,1,5,Recognizing and applying the formula for factoring the difference of cubes.,Difference of cubes formula application,0.5163977794943223
2397,1,5,Factoring numbers to identify digit combinations that meet specific product criteria.,Digit product criteria through number factoring,-0.31622776601683794
2398,4,5,Factoring numbers and applying exponent and square root properties,Exponent and square root application in factoring,0.8366600265340756
2399,1,6,Factoring numbers into their prime components and applying exponent rules.,Prime factorization and exponent rules,
2400,3,6,Factoring numbers and applying properties of square roots,Square root properties and number factoring,0.8366600265340756
2401,1,7,Factoring numbers into their prime components and applying the properties of square roots.,Prime factorization and square root properties,0.31622776601683794
2402,2,7,Factoring numbers and applying square root properties,Factoring and square root properties,0.6324555320336759
2403,1,8,Factoring numbers into their prime components and applying properties of square roots.,Prime factorization and square root rules,0.6324555320336759
2404,1,8,Factoring numbers into their prime components and applying properties of square roots.,Prime factorization and square root rules,0.6324555320336759
2405,5,5,Factoring composite numbers into prime components and analyzing combinations,Prime factorization and combination analysis,0.10540925533894598
2406,3,6,Factoring composite numbers into their prime components and analyzing the prime factors.,Prime factorization and factor analysis,0.35856858280031806
2407,1,7,Factoring composite numbers into their prime components and calculating the total number of prime factors.,Count of prime factors,0.6324555320336759
2408,1,7,Factoring composite numbers into their prime components and summing the distinct prime factors.,Sum of distinct primes,0.6324555320336759
2409,1,7,Factoring composite numbers into their prime components.,Prime factorization,-0.31622776601683794
2410,2,6,Factoring composite numbers into prime factors and identifying combinations,Prime factorization and combination identification,-0.31622776601683794
2411,1,7,Factoring composite numbers into their prime components and identifying valid combinations of factors.,Prime factorization with factor combinations,
2412,1,7,Factoring composite numbers and identifying prime factors.,Prime factorization of composites,-0.31622776601683794
2413,1,5,Factoring expressions and identifying prime divisors.,Prime divisor identification in expressions,0.0
2414,12,4,Analyzing and manipulating prime factorizations to construct perfect squares and perfect powers,Prime factorizations for perfect squares and powers,0.7999999999999999
2415,7,5,Analyzing and utilizing prime factorization to identify and construct perfect squares,Constructing perfect squares from factorizations,0.9486832980505137
2416,2,6,Analyzing prime factorization to determine perfect square factors,Determining perfect square factors via prime analysis,0.8366600265340756
