node,depth,gpt-4o-mini-2024-07-18,deepseek-math-7b-instruct,Llama-3.1-8B-Instruct,dart-math-llama3-8b-uniform,Llama-3-8B-Instruct
1481,9.0,1.0,1.0,0.0,0.0,0.0
1482,9.0,0.5,0.0,0.5,0.0,0.5
1483,10.0,1.0,0.0,1.0,0.0,1.0
1484,10.0,0.0,0.0,0.0,0.0,0.0
1485,6.0,0.07692307692307693,0.07692307692307693,0.15384615384615385,0.15384615384615385,0.0
1486,7.0,0.0,0.0,0.0,0.0,0.0
1487,7.0,1.0,0.0,0.0,0.0,0.0
1488,7.0,0.0,1.0,0.0,1.0,0.0
1489,7.0,0.0,0.0,0.0,0.0,0.0
1490,7.0,0.0,0.0,0.0,0.0,0.0
1491,7.0,0.0,0.0,0.0,0.0,0.0
1492,7.0,0.0,0.0,0.0,0.0,0.0
1493,8.0,0.0,0.0,0.0,0.0,0.0
1494,8.0,0.0,0.0,0.0,0.0,0.0
1495,7.0,0.0,0.0,0.0,0.0,0.0
1496,8.0,0.0,0.0,0.0,0.0,0.0
1497,8.0,0.0,0.0,0.0,0.0,0.0
1498,7.0,0.0,0.0,1.0,0.0,0.0
1499,7.0,0.0,0.0,0.5,0.5,0.0
1500,8.0,0.0,0.0,1.0,0.0,0.0
1501,8.0,0.0,0.0,0.0,1.0,0.0
1502,6.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.05555555555555555,0.0
1503,7.0,1.0,0.0,0.0,0.0,0.0
1504,7.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
1505,8.0,0.0,0.5,0.0,0.0,0.0
1506,9.0,0.0,0.0,0.0,0.0,0.0
1507,9.0,0.0,1.0,0.0,0.0,0.0
1508,8.0,1.0,0.0,0.0,0.0,0.0
1509,7.0,0.5454545454545454,0.2727272727272727,0.09090909090909091,0.09090909090909091,0.0
1510,8.0,1.0,0.0,0.0,0.0,0.0
1511,8.0,0.0,0.0,0.0,0.0,0.0
1512,8.0,1.0,0.0,0.0,0.0,0.0
1513,8.0,0.2,0.0,0.0,0.0,0.0
1514,9.0,1.0,0.0,0.0,0.0,0.0
1515,9.0,0.0,0.0,0.0,0.0,0.0
1516,9.0,0.0,0.0,0.0,0.0,0.0
1517,10.0,0.0,0.0,0.0,0.0,0.0
1518,10.0,0.0,0.0,0.0,0.0,0.0
1519,9.0,0.0,0.0,0.0,0.0,0.0
1520,8.0,1.0,1.0,0.5,0.5,0.0
1521,9.0,1.0,1.0,1.0,1.0,0.0
1522,9.0,1.0,1.0,0.0,0.0,0.0
1523,8.0,1.0,1.0,0.0,0.0,0.0
1524,7.0,0.0,0.0,0.3333333333333333,0.0,0.0
1525,8.0,0.0,0.0,0.0,0.0,0.0
1526,8.0,0.0,0.0,0.5,0.0,0.0
1527,9.0,0.0,0.0,0.0,0.0,0.0
1528,9.0,0.0,0.0,1.0,0.0,0.0
1529,6.0,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.2727272727272727,0.18181818181818182
1530,7.0,1.0,1.0,1.0,0.0,0.0
1531,7.0,0.5,0.0,0.0,0.5,0.0
1532,8.0,1.0,0.0,0.0,1.0,0.0
1533,8.0,0.0,0.0,0.0,0.0,0.0
1534,7.0,0.5,0.25,0.25,0.25,0.25
1535,8.0,0.0,0.0,0.0,0.0,0.0
1536,8.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
1537,9.0,1.0,1.0,1.0,1.0,1.0
1538,9.0,0.0,0.0,0.0,0.0,0.0
1539,9.0,1.0,0.0,0.0,0.0,0.0
1540,7.0,1.0,1.0,1.0,1.0,1.0
1541,7.0,0.0,0.0,0.0,0.0,0.0
1542,7.0,0.0,0.0,0.0,0.0,0.0
1543,8.0,0.0,0.0,0.0,0.0,0.0
1544,8.0,0.0,0.0,0.0,0.0,0.0
1545,6.0,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.35714285714285715,0.2857142857142857
1546,7.0,1.0,1.0,0.3333333333333333,0.6666666666666666,1.0
1547,8.0,1.0,1.0,1.0,1.0,1.0
1548,8.0,1.0,1.0,0.0,0.5,1.0
1549,9.0,1.0,1.0,0.0,0.0,1.0
1550,9.0,1.0,1.0,0.0,1.0,1.0
1551,7.0,0.2222222222222222,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.1111111111111111
1552,8.0,0.0,0.0,0.5,0.0,0.0
1553,9.0,0.0,0.0,1.0,0.0,0.0
1554,9.0,0.0,0.0,0.0,0.0,0.0
1555,8.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285
1556,9.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0
1557,10.0,0.5,0.5,0.5,0.0,0.0
1558,11.0,0.0,0.0,0.0,0.0,0.0
1559,11.0,1.0,1.0,1.0,0.0,0.0
1560,10.0,0.0,0.0,0.0,0.25,0.0
1561,11.0,0.0,0.0,0.0,0.0,0.0
1562,11.0,0.0,0.0,0.0,0.3333333333333333,0.0
1563,12.0,0.0,0.0,0.0,1.0,0.0
1564,12.0,0.0,0.0,0.0,0.0,0.0
1565,13.0,0.0,0.0,0.0,0.0,0.0
1566,13.0,0.0,0.0,0.0,0.0,0.0
1567,9.0,1.0,1.0,1.0,1.0,1.0
1568,7.0,0.0,0.0,0.5,0.5,0.0
1569,8.0,0.0,0.0,1.0,1.0,0.0
1570,8.0,0.0,0.0,0.0,0.0,0.0
1571,6.0,0.4,0.4,0.0,0.2,0.0
1572,7.0,0.5,0.5,0.0,0.25,0.0
1573,8.0,1.0,1.0,0.0,1.0,0.0
1574,8.0,0.0,0.0,0.0,0.0,0.0
1575,8.0,1.0,1.0,0.0,0.0,0.0
1576,8.0,0.0,0.0,0.0,0.0,0.0
1577,7.0,0.0,0.0,0.0,0.0,0.0
1578,5.0,0.5,0.3333333333333333,0.5,0.3333333333333333,0.3333333333333333
1579,6.0,0.5,0.5,0.5,0.0,0.5
1580,7.0,1.0,1.0,1.0,0.0,1.0
1581,7.0,0.0,0.0,0.0,0.0,0.0
1582,6.0,0.3333333333333333,0.0,0.0,0.0,0.0
1583,7.0,0.0,0.0,0.0,0.0,0.0
1584,7.0,0.5,0.0,0.0,0.0,0.0
1585,8.0,1.0,0.0,0.0,0.0,0.0
1586,8.0,0.0,0.0,0.0,0.0,0.0
1587,6.0,0.0,0.5,1.0,0.0,0.0
1588,7.0,0.0,0.0,1.0,0.0,0.0
1589,7.0,0.0,1.0,1.0,0.0,0.0
1590,6.0,0.8,0.4,0.6,0.8,0.6
1591,7.0,1.0,0.0,0.0,0.0,0.0
1592,7.0,1.0,1.0,1.0,1.0,1.0
1593,7.0,0.0,0.0,0.0,1.0,0.0
1594,7.0,1.0,0.5,1.0,1.0,1.0
1595,8.0,1.0,1.0,1.0,1.0,1.0
1596,8.0,1.0,0.0,1.0,1.0,1.0
1597,5.0,0.6470588235294118,0.5098039215686274,0.39215686274509803,0.37254901960784315,0.27450980392156865
1598,6.0,1.0,0.8181818181818182,0.5454545454545454,0.45454545454545453,0.45454545454545453
1599,7.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666666
1600,8.0,1.0,1.0,0.0,1.0,1.0
1601,8.0,1.0,1.0,0.5,0.0,0.5
1602,9.0,1.0,1.0,0.0,0.0,1.0
1603,9.0,1.0,1.0,1.0,0.0,0.0
1604,7.0,1.0,1.0,0.0,0.0,0.0
1605,7.0,1.0,1.0,1.0,1.0,1.0
1606,7.0,1.0,0.0,0.0,0.0,0.0
1607,7.0,1.0,0.0,0.0,0.0,0.0
1608,7.0,1.0,1.0,1.0,1.0,1.0
1609,8.0,1.0,1.0,1.0,1.0,1.0
1610,8.0,1.0,1.0,1.0,1.0,1.0
1611,7.0,1.0,1.0,1.0,0.5,0.0
1612,8.0,1.0,1.0,1.0,0.0,0.0
1613,8.0,1.0,1.0,1.0,1.0,0.0
1614,6.0,0.6666666666666666,0.5555555555555556,0.5555555555555556,0.2222222222222222,0.4444444444444444
1615,7.0,0.0,0.0,0.0,0.0,0.0
1616,7.0,1.0,0.0,1.0,0.0,1.0
1617,7.0,0.5,0.5,0.5,0.5,0.5
1618,8.0,1.0,1.0,1.0,1.0,1.0
1619,8.0,0.0,0.0,0.0,0.0,0.0
1620,7.0,0.8,0.8,0.6,0.2,0.4
1621,8.0,1.0,1.0,1.0,1.0,1.0
1622,8.0,1.0,1.0,0.5,0.0,0.5
1623,9.0,1.0,1.0,0.0,0.0,0.0
1624,9.0,1.0,1.0,1.0,0.0,1.0
1625,8.0,0.5,0.5,0.5,0.0,0.0
1626,9.0,0.0,0.0,0.0,0.0,0.0
1627,9.0,1.0,1.0,1.0,0.0,0.0
1628,6.0,0.3333333333333333,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666
1629,7.0,0.0,0.0,0.0,0.0,0.0
1630,7.0,1.0,0.0,0.0,1.0,0.0
1631,7.0,1.0,0.0,0.0,0.0,0.0
1632,7.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333
1633,8.0,0.0,1.0,0.0,0.0,0.0
1634,8.0,0.0,0.0,0.0,0.0,0.5
1635,9.0,0.0,0.0,0.0,0.0,1.0
1636,9.0,0.0,0.0,0.0,0.0,0.0
1637,6.0,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.14285714285714285
1638,7.0,0.3333333333333333,0.2222222222222222,0.3333333333333333,0.2222222222222222,0.2222222222222222
1639,8.0,0.0,0.0,0.0,0.0,0.0
1640,8.0,1.0,0.5,1.0,1.0,0.0
1641,9.0,1.0,0.0,1.0,1.0,0.0
1642,9.0,1.0,1.0,1.0,1.0,0.0
1643,8.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.6666666666666666
1644,9.0,0.0,0.0,1.0,0.0,0.0
1645,9.0,0.5,0.0,0.0,0.0,1.0
1646,10.0,1.0,0.0,0.0,0.0,1.0
1647,10.0,0.0,0.0,0.0,0.0,1.0
1648,8.0,0.0,0.5,0.0,0.0,0.0
1649,9.0,0.0,1.0,0.0,0.0,0.0
1650,9.0,0.0,0.0,0.0,0.0,0.0
1651,8.0,0.0,0.0,0.0,0.0,0.0
1652,7.0,0.6,0.4,0.2,0.4,0.0
1653,8.0,0.5,0.0,0.0,0.5,0.0
1654,9.0,0.0,0.0,0.0,0.0,0.0
1655,9.0,1.0,0.0,0.0,1.0,0.0
1656,8.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.0
1657,9.0,0.0,0.0,0.0,0.0,0.0
1658,9.0,1.0,1.0,0.0,1.0,0.0
1659,9.0,1.0,1.0,1.0,0.0,0.0
1660,6.0,0.7272727272727273,0.6363636363636364,0.45454545454545453,0.6363636363636364,0.18181818181818182
1661,7.0,0.0,1.0,0.0,0.0,0.0
1662,7.0,1.0,0.0,1.0,1.0,0.0
1663,7.0,0.0,0.0,0.0,0.0,0.0
1664,7.0,1.0,0.5,1.0,1.0,0.5
1665,8.0,1.0,1.0,1.0,1.0,1.0
1666,8.0,1.0,0.0,1.0,1.0,0.0
1667,7.0,0.0,0.0,0.0,0.0,0.0
1668,7.0,1.0,1.0,0.0,0.0,0.0
1669,7.0,1.0,1.0,1.0,1.0,0.0
1670,8.0,1.0,1.0,1.0,1.0,0.0
1671,8.0,1.0,1.0,1.0,1.0,0.0
1672,7.0,1.0,1.0,0.0,1.0,0.5
1673,8.0,1.0,1.0,0.0,1.0,0.0
1674,8.0,1.0,1.0,0.0,1.0,1.0
1675,5.0,0.375,0.0,0.0,0.0,0.0
1676,6.0,1.0,0.0,0.0,0.0,0.0
1677,6.0,0.0,0.0,0.0,0.0,0.0
1678,6.0,0.0,0.0,0.0,0.0,0.0
1679,6.0,0.5,0.0,0.0,0.0,0.0
1680,7.0,0.0,0.0,0.0,0.0,0.0
1681,7.0,1.0,0.0,0.0,0.0,0.0
1682,6.0,0.3333333333333333,0.0,0.0,0.0,0.0
1683,7.0,0.5,0.0,0.0,0.0,0.0
1684,8.0,0.0,0.0,0.0,0.0,0.0
1685,8.0,1.0,0.0,0.0,0.0,0.0
1686,7.0,0.0,0.0,0.0,0.0,0.0
1687,3.0,0.6198830409356725,0.39766081871345027,0.39766081871345027,0.4269005847953216,0.26900584795321636
1688,4.0,0.25,0.375,0.375,0.375,0.625
1689,5.0,1.0,1.0,0.0,1.0,1.0
1690,5.0,0.0,0.0,1.0,0.0,0.0
1691,5.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.0
1692,6.0,0.0,0.0,1.0,1.0,1.0
1693,6.0,0.0,0.5,0.0,0.0,1.0
1694,7.0,0.0,1.0,0.0,0.0,1.0
1695,7.0,0.0,0.0,0.0,0.0,1.0
1696,5.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
1697,6.0,1.0,1.0,1.0,1.0,1.0
1698,6.0,0.0,0.0,0.0,0.0,0.0
1699,6.0,0.0,0.0,0.0,0.0,0.0
1700,4.0,0.9166666666666666,0.6666666666666666,0.5,0.5833333333333334,0.5
1701,5.0,1.0,0.5,0.5,1.0,0.5
1702,6.0,1.0,1.0,1.0,1.0,0.0
1703,6.0,1.0,0.0,0.0,1.0,1.0
1704,5.0,0.0,0.0,0.0,0.0,0.0
1705,5.0,1.0,1.0,0.75,0.75,0.75
1706,6.0,1.0,1.0,0.6666666666666666,1.0,0.6666666666666666
1707,7.0,1.0,1.0,1.0,1.0,1.0
1708,8.0,1.0,1.0,1.0,1.0,1.0
1709,8.0,1.0,1.0,1.0,1.0,1.0
1710,7.0,1.0,1.0,0.0,1.0,0.0
1711,6.0,1.0,1.0,1.0,0.0,1.0
1712,5.0,1.0,0.5,0.5,0.5,0.0
1713,6.0,1.0,1.0,1.0,1.0,0.0
1714,6.0,1.0,0.0,0.0,0.0,0.0
1715,5.0,1.0,0.5,0.0,0.0,1.0
1716,6.0,1.0,0.0,0.0,0.0,1.0
1717,6.0,1.0,1.0,0.0,0.0,1.0
1718,5.0,1.0,1.0,1.0,1.0,0.0
1719,4.0,0.0,0.5,0.5,0.5,0.5
1720,5.0,0.0,1.0,1.0,1.0,1.0
1721,5.0,0.0,0.0,0.0,0.0,0.0
1722,4.0,0.4375,0.21875,0.15625,0.15625,0.125
1723,5.0,1.0,1.0,0.0,0.0,1.0
1724,5.0,0.0,0.0,0.0,0.0,0.0
1725,6.0,0.0,0.0,0.0,0.0,0.0
1726,6.0,0.0,0.0,0.0,0.0,0.0
1727,5.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0
1728,6.0,0.0,1.0,0.0,0.0,0.0
1729,6.0,1.0,0.0,0.0,0.0,0.0
1730,6.0,0.0,0.0,0.0,0.0,0.0
1731,5.0,0.5,0.125,0.125,0.125,0.125
1732,6.0,1.0,0.0,0.0,0.0,0.0
1733,7.0,1.0,0.0,0.0,0.0,0.0
1734,7.0,1.0,0.0,0.0,0.0,0.0
1735,6.0,0.3333333333333333,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.16666666666666666
1736,7.0,0.2,0.2,0.0,0.2,0.2
1737,8.0,0.0,0.0,0.0,0.0,0.0
1738,8.0,0.25,0.25,0.0,0.25,0.25
1739,9.0,1.0,1.0,0.0,1.0,1.0
1740,9.0,0.0,0.0,0.0,0.0,0.0
1741,10.0,0.0,0.0,0.0,0.0,0.0
1742,10.0,0.0,0.0,0.0,0.0,0.0
1743,10.0,0.0,0.0,0.0,0.0,0.0
1744,7.0,1.0,0.0,1.0,0.0,0.0
1745,5.0,0.6666666666666666,0.3333333333333333,0.5,0.3333333333333333,0.16666666666666666
1746,6.0,0.75,0.5,0.75,0.5,0.25
1747,7.0,1.0,1.0,1.0,1.0,0.0
1748,7.0,1.0,1.0,1.0,1.0,1.0
1749,7.0,0.5,0.0,0.5,0.0,0.0
1750,8.0,0.0,0.0,0.0,0.0,0.0
1751,8.0,1.0,0.0,1.0,0.0,0.0
1752,6.0,0.5,0.0,0.0,0.0,0.0
1753,7.0,0.0,0.0,0.0,0.0,0.0
1754,7.0,1.0,0.0,0.0,0.0,0.0
1755,5.0,0.375,0.125,0.0,0.0,0.0
1756,6.0,0.0,0.0,0.0,0.0,0.0
1757,6.0,0.0,0.0,0.0,0.0,0.0
1758,6.0,1.0,0.0,0.0,0.0,0.0
1759,6.0,0.0,0.0,0.0,0.0,0.0
1760,6.0,0.0,1.0,0.0,0.0,0.0
1761,6.0,0.0,0.0,0.0,0.0,0.0
1762,6.0,1.0,0.0,0.0,0.0,0.0
1763,6.0,1.0,0.0,0.0,0.0,0.0
1764,5.0,0.25,0.25,0.25,0.5,0.25
1765,6.0,0.0,0.0,0.0,0.5,0.0
1766,7.0,0.0,0.0,0.0,1.0,0.0
1767,7.0,0.0,0.0,0.0,0.0,0.0
1768,6.0,0.5,0.5,0.5,0.5,0.5
1769,7.0,1.0,1.0,1.0,1.0,1.0
1770,7.0,0.0,0.0,0.0,0.0,0.0
1771,4.0,1.0,0.7391304347826086,0.782608695652174,0.8695652173913043,0.5652173913043478
1772,5.0,1.0,0.0,1.0,1.0,0.0
1773,5.0,1.0,0.0,1.0,0.0,0.0
1774,5.0,1.0,0.0,1.0,1.0,1.0
1775,5.0,1.0,1.0,1.0,1.0,0.6666666666666666
1776,6.0,1.0,1.0,1.0,1.0,0.5
1777,7.0,1.0,1.0,1.0,1.0,0.0
1778,7.0,1.0,1.0,1.0,1.0,1.0
1779,6.0,1.0,1.0,1.0,1.0,1.0
1780,5.0,1.0,1.0,1.0,1.0,0.6
1781,6.0,1.0,1.0,1.0,1.0,0.0
1782,6.0,1.0,1.0,1.0,1.0,0.75
1783,7.0,1.0,1.0,1.0,1.0,1.0
1784,7.0,1.0,1.0,1.0,1.0,0.6666666666666666
1785,8.0,1.0,1.0,1.0,1.0,1.0
1786,8.0,1.0,1.0,1.0,1.0,1.0
1787,8.0,1.0,1.0,1.0,1.0,0.0
1788,5.0,1.0,1.0,1.0,1.0,0.0
1789,5.0,1.0,0.5,0.5,0.5,0.5
1790,6.0,1.0,0.0,1.0,1.0,1.0
1791,6.0,1.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333
1792,7.0,1.0,0.0,0.0,0.0,0.0
1793,7.0,1.0,1.0,0.5,0.5,0.5
1794,8.0,1.0,1.0,0.0,0.0,0.0
1795,8.0,1.0,1.0,1.0,1.0,1.0
1796,5.0,1.0,0.5,0.5,1.0,0.5
1797,6.0,1.0,1.0,0.0,1.0,0.0
1798,6.0,1.0,0.0,1.0,1.0,1.0
1799,5.0,1.0,1.0,0.6,1.0,0.8
1800,6.0,1.0,1.0,1.0,1.0,1.0
1801,6.0,1.0,1.0,0.5,1.0,0.75
1802,7.0,1.0,1.0,0.0,1.0,1.0
1803,7.0,1.0,1.0,0.0,1.0,1.0
1804,7.0,1.0,1.0,1.0,1.0,1.0
1805,7.0,1.0,1.0,1.0,1.0,0.0
1806,4.0,0.7027027027027027,0.43243243243243246,0.5675675675675675,0.5675675675675675,0.2972972972972973
1807,5.0,0.6764705882352942,0.4117647058823529,0.5882352941176471,0.5294117647058824,0.2647058823529412
1808,6.0,0.8,0.6,0.8,0.6,0.4
1809,7.0,1.0,0.0,1.0,0.0,0.0
1810,7.0,0.75,0.75,0.75,0.75,0.5
1811,8.0,0.0,0.0,0.0,0.0,0.0
1812,8.0,1.0,1.0,1.0,1.0,0.6666666666666666
1813,9.0,1.0,1.0,1.0,1.0,0.0
1814,9.0,1.0,1.0,1.0,1.0,1.0
1815,10.0,1.0,1.0,1.0,1.0,1.0
1816,10.0,1.0,1.0,1.0,1.0,1.0
1817,6.0,0.5,1.0,1.0,1.0,1.0
1818,7.0,1.0,1.0,1.0,1.0,1.0
1819,7.0,0.0,1.0,1.0,1.0,1.0
1820,6.0,0.0,0.0,0.0,0.0,0.0
1821,6.0,1.0,0.0,1.0,1.0,0.0
1822,6.0,1.0,1.0,0.0,0.0,0.0
1823,6.0,0.5,0.25,0.5,0.5,0.0
1824,7.0,0.5,0.0,0.0,0.5,0.0
1825,8.0,0.0,0.0,0.0,0.0,0.0
1826,8.0,1.0,0.0,0.0,1.0,0.0
1827,7.0,0.5,0.5,1.0,0.5,0.0
1828,8.0,0.0,0.0,1.0,0.0,0.0
1829,8.0,1.0,1.0,1.0,1.0,0.0
1830,6.0,1.0,1.0,1.0,1.0,1.0
1831,6.0,0.5,0.1,0.2,0.1,0.0
1832,7.0,0.0,0.0,0.0,0.0,0.0
1833,7.0,0.5555555555555556,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.0
1834,8.0,0.5,0.0,0.0,0.0,0.0
1835,9.0,0.0,0.0,0.0,0.0,0.0
1836,9.0,1.0,0.0,0.0,0.0,0.0
1837,8.0,1.0,1.0,0.0,0.0,0.0
1838,8.0,0.6666666666666666,0.0,0.6666666666666666,0.3333333333333333,0.0
1839,9.0,0.0,0.0,1.0,0.0,0.0
1840,9.0,1.0,0.0,0.5,0.5,0.0
1841,10.0,1.0,0.0,0.0,0.0,0.0
1842,10.0,1.0,0.0,1.0,1.0,0.0
1843,8.0,0.0,0.0,0.0,0.0,0.0
1844,8.0,1.0,0.0,0.0,0.0,0.0
1845,8.0,0.0,0.0,0.0,0.0,0.0
1846,6.0,1.0,0.625,0.875,1.0,0.5
1847,7.0,1.0,0.5714285714285714,0.8571428571428571,1.0,0.42857142857142855
1848,8.0,1.0,1.0,1.0,1.0,1.0
1849,8.0,1.0,1.0,1.0,1.0,0.0
1850,8.0,1.0,0.0,1.0,1.0,1.0
1851,8.0,1.0,1.0,1.0,1.0,0.0
1852,8.0,1.0,1.0,1.0,1.0,0.0
1853,8.0,1.0,0.0,0.0,1.0,1.0
1854,8.0,1.0,0.0,1.0,1.0,0.0
1855,7.0,1.0,1.0,1.0,1.0,1.0
1856,6.0,0.0,0.0,1.0,0.0,0.0
1857,5.0,1.0,0.6666666666666666,0.3333333333333333,1.0,0.6666666666666666
1858,6.0,1.0,1.0,0.0,1.0,1.0
1859,6.0,1.0,0.5,0.5,1.0,0.5
1860,7.0,1.0,1.0,1.0,1.0,1.0
1861,7.0,1.0,0.0,0.0,1.0,0.0
1862,4.0,0.5106382978723404,0.2765957446808511,0.23404255319148937,0.2765957446808511,0.1276595744680851
1863,5.0,0.48717948717948717,0.23076923076923078,0.20512820512820512,0.23076923076923078,0.1282051282051282
1864,6.0,0.0,0.0,0.0,0.0,0.0
1865,6.0,0.5,0.0,0.0,0.0,0.0
1866,7.0,0.0,0.0,0.0,0.0,0.0
1867,7.0,1.0,0.0,0.0,0.0,0.0
1868,6.0,0.6,0.2,0.2,0.2,0.2
1869,7.0,0.0,0.0,0.0,0.0,0.0
1870,7.0,1.0,0.0,0.0,1.0,0.0
1871,7.0,1.0,0.5,0.5,0.0,0.5
1872,8.0,1.0,1.0,0.0,0.0,1.0
1873,8.0,1.0,0.0,1.0,0.0,0.0
1874,7.0,0.0,0.0,0.0,0.0,0.0
1875,6.0,0.5714285714285714,0.2857142857142857,0.5714285714285714,0.42857142857142855,0.42857142857142855
1876,7.0,0.4,0.4,0.4,0.4,0.4
1877,8.0,1.0,1.0,1.0,1.0,1.0
1878,8.0,0.0,1.0,0.0,0.0,0.0
1879,8.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333
1880,9.0,1.0,0.0,1.0,1.0,1.0
1881,9.0,0.0,0.0,0.0,0.0,0.0
1882,10.0,0.0,0.0,0.0,0.0,0.0
1883,10.0,0.0,0.0,0.0,0.0,0.0
1884,7.0,1.0,0.0,1.0,0.5,0.5
1885,8.0,1.0,0.0,1.0,1.0,1.0
1886,8.0,1.0,0.0,1.0,0.0,0.0
1887,6.0,0.0,0.0,0.0,0.0,0.0
1888,7.0,0.0,0.0,0.0,0.0,0.0
1889,7.0,0.0,0.0,0.0,0.0,0.0
1890,6.0,0.0,0.0,0.0,0.0,0.0
1891,6.0,0.0,0.0,0.5,0.5,0.5
1892,7.0,0.0,0.0,0.0,0.0,1.0
1893,7.0,0.0,0.0,1.0,1.0,0.0
1894,6.0,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0
1895,7.0,1.0,0.0,0.0,0.0,0.0
1896,7.0,0.5,0.5,0.5,0.5,0.0
1897,8.0,0.0,1.0,0.0,0.0,0.0
1898,8.0,1.0,0.0,1.0,1.0,0.0
1899,6.0,0.6,0.2,0.0,0.0,0.0
1900,7.0,0.5,0.25,0.0,0.0,0.0
1901,8.0,1.0,0.0,0.0,0.0,0.0
1902,8.0,0.0,0.0,0.0,0.0,0.0
1903,8.0,1.0,1.0,0.0,0.0,0.0
1904,8.0,0.0,0.0,0.0,0.0,0.0
1905,7.0,1.0,0.0,0.0,0.0,0.0
1906,6.0,0.5454545454545454,0.36363636363636365,0.09090909090909091,0.2727272727272727,0.0
1907,7.0,1.0,1.0,0.0,0.0,0.0
1908,7.0,0.5,0.3,0.1,0.3,0.0
1909,8.0,0.4444444444444444,0.3333333333333333,0.1111111111111111,0.2222222222222222,0.0
1910,9.0,0.6666666666666666,0.3333333333333333,0.0,0.3333333333333333,0.0
1911,10.0,1.0,0.0,0.0,0.0,0.0
1912,10.0,0.5,0.5,0.0,0.5,0.0
1913,11.0,0.0,0.0,0.0,0.0,0.0
1914,11.0,1.0,1.0,0.0,1.0,0.0
1915,9.0,0.0,0.0,0.0,0.0,0.0
1916,9.0,0.4,0.4,0.2,0.2,0.0
1917,10.0,0.0,1.0,0.0,0.0,0.0
1918,10.0,0.0,0.0,0.0,0.0,0.0
1919,10.0,0.0,0.0,1.0,0.0,0.0
1920,10.0,1.0,0.5,0.0,0.5,0.0
1921,11.0,1.0,0.0,0.0,0.0,0.0
1922,11.0,1.0,1.0,0.0,1.0,0.0
1923,8.0,1.0,0.0,0.0,1.0,0.0
1924,5.0,0.625,0.5,0.375,0.5,0.125
1925,6.0,1.0,1.0,1.0,1.0,0.0
1926,7.0,1.0,1.0,1.0,1.0,0.0
1927,7.0,1.0,1.0,1.0,1.0,0.0
1928,6.0,0.6666666666666666,0.6666666666666666,0.0,0.3333333333333333,0.3333333333333333
1929,7.0,1.0,1.0,0.0,1.0,1.0
1930,7.0,0.5,0.5,0.0,0.0,0.0
1931,8.0,0.0,1.0,0.0,0.0,0.0
1932,8.0,1.0,0.0,0.0,0.0,0.0
1933,6.0,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0
1934,7.0,0.0,0.0,0.0,0.0,0.0
1935,7.0,0.5,0.0,0.5,0.5,0.0
1936,8.0,0.0,0.0,0.0,0.0,0.0
1937,8.0,1.0,0.0,1.0,1.0,0.0
1938,4.0,0.6,0.3,0.3,0.3,0.0
1939,5.0,1.0,1.0,1.0,1.0,0.0
1940,5.0,1.0,0.0,0.0,0.0,0.0
1941,5.0,0.0,0.0,0.0,0.0,0.0
1942,5.0,1.0,1.0,1.0,1.0,0.0
1943,5.0,0.0,0.0,0.0,0.0,0.0
1944,5.0,1.0,0.0,1.0,0.0,0.0
1945,5.0,0.5,0.0,0.0,0.0,0.0
1946,6.0,1.0,0.0,0.0,0.0,0.0
1947,6.0,0.0,0.0,0.0,0.0,0.0
1948,5.0,0.5,0.5,0.0,0.5,0.0
1949,6.0,0.0,0.0,0.0,0.0,0.0
1950,6.0,1.0,1.0,0.0,1.0,0.0
1951,3.0,0.5631067961165048,0.36893203883495146,0.3300970873786408,0.2621359223300971,0.17475728155339806
1952,4.0,1.0,1.0,1.0,1.0,1.0
1953,5.0,1.0,1.0,1.0,1.0,1.0
1954,5.0,1.0,1.0,1.0,1.0,1.0
1955,6.0,1.0,1.0,1.0,1.0,1.0
1956,6.0,1.0,1.0,1.0,1.0,1.0
1957,6.0,1.0,1.0,1.0,1.0,1.0
