node,depth,gpt-4-1106-preview,gpt-4-0125-preview,gpt-4-0314,qwen1.5-72b-chat,gpt-4-0613,mistral-medium,claude-1,gemini-pro-dev-api,claude-2.0,mixtral-8x7b-instruct-v0.1,gemini-pro,claude-2.1,pplx-70b-online,yi-34b-chat,llama-2-70b-chat,claude-instant-1,gpt-3.5-turbo-0613,wizardlm-70b,starling-lm-7b-alpha,gpt-3.5-turbo-0125,gpt-3.5-turbo-0314,nous-hermes-2-mixtral-8x7b-dpo,vicuna-33b,tulu-2-dpo-70b,dolphin-2.2.1-mistral-7b,solar-10.7b-instruct-v1.0,deepseek-llm-67b-chat,qwen1.5-7b-chat,llama2-70b-steerlm-chat,mistral-7b-instruct-v0.2,openhermes-2.5-mistral-7b,openchat-3.5,codellama-34b-instruct,llama-2-13b-chat,pplx-7b-online,llama-2-7b-chat,wizardlm-13b,gpt-3.5-turbo-1106,openchat-3.5-0106,zephyr-7b-beta,mpt-30b-chat,qwen1.5-4b-chat,guanaco-33b,qwen-14b-chat,stripedhyena-nous-7b,vicuna-13b,palm-2,zephyr-7b-alpha,falcon-180b-chat,mistral-7b-instruct,vicuna-7b,koala-13b,chatglm3-6b,gpt4all-13b-snoozy,mpt-7b-chat,RWKV-4-Raven-14B,chatglm2-6b,oasst-pythia-12b,alpaca-13b,fastchat-t5-3b,chatglm-6b,stablelm-tuned-alpha-7b,dolly-v2-12b,llama-13b
75,4,1304.4851665607912,1319.9677411496289,1277.8508181769005,1100.7254130659358,1229.5920586121515,1220.837399268656,1222.0597870114186,1170.8736837370739,1221.1742951215858,1114.0,1077.6675969597052,1147.2380289205094,1178.2375574747766,1113.0059137011917,1149.4135397988048,1142.8501032156648,1155.2307252919916,1165.3488064608096,1141.602083878208,1109.9776497382027,1034.978199489507,1100.7254130659358,1121.8161094527907,1186.7350018775535,1100.7254130659358,1155.3624077422332,1100.7254130659358,1100.7254130659358,1100.7254130659358,,1057.3936374484858,1072.7877982406126,1093.9662239864158,993.6993985789271,1052.8077198490748,1031.5724758291742,1057.359548832746,1136.160992770614,1100.7254130659358,1073.1230016691586,1100.7254130659358,1100.7254130659358,1100.7254130659358,1138.139056202311,1100.7254130659358,1078.4329718271683,1098.4282982989703,1024.160727307069,1100.7254130659358,878.114306336753,1141.0004525725794,1060.2512612011753,1048.2321350770876,1100.7254130659358,1100.7254130659358,1100.7254130659358,1100.7254130659358,955.2520257255949,834.1299732793195,925.7159989742554,960.9661730768878,860.6447372425728,1100.7254130659358,1100.7254130659358
76,4,1257.792308872898,1078.4318584822859,1181.6105851628379,1078.4318584822859,1168.8380117903146,1093.3964544786195,1144.9302486946924,1089.5533793881082,1077.8340766032852,1114.0,1163.0599172405803,1130.1465985482,1215.791390442281,1072.034616589916,1103.5399010146584,1157.542282919001,1146.6092358832484,1108.1170908403635,1104.3064253075886,1110.189133739468,1094.8953732224734,1078.4318584822859,1028.8171979863755,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,,1078.4318584822859,969.697665560532,1019.819474672715,990.0793684570511,1078.4318584822859,1030.9206027975565,1078.4318584822859,1162.7765283916087,1078.4318584822859,974.6827165650406,1078.4318584822859,1078.4318584822859,1078.4318584822859,977.7003514098011,1087.106841400811,1072.0634414154201,1043.597743314012,1078.4318584822859,1078.4318584822859,993.6138618794333,1078.4318584822859,972.9016320680099,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,1078.4318584822859,887.1725164583427,1078.4318584822859,921.546215282475,1078.4318584822859,1078.4318584822859,1078.4318584822859
77,4,1253.3415280704228,1086.6453406320509,1197.172742842622,1086.6453406320509,1191.9825578199245,1127.2698880629328,1074.6730154282016,1192.256012451827,1161.6029413874796,1114.0,1086.3582704356543,1162.5308785693808,1116.8100313793109,1151.7205052445759,1078.7603828595024,1180.570413483619,1115.6676119176907,1041.8186770403715,1165.9899363897384,1063.117734337456,1086.6453406320509,1086.6453406320509,1164.6499119085622,1171.9847489619856,1205.1195302687554,1086.6453406320509,1086.6453406320509,1086.6453406320509,1150.5807217628944,,1057.721788558356,999.889026883819,1086.6453406320509,1073.4260418703034,1086.6453406320509,985.9017935409297,1013.6802720432734,1073.3621010983675,,934.040647545591,1060.2683834660738,1086.6453406320509,1086.6453406320509,1087.8555274243358,979.7492825572879,1083.8815246396625,1049.072729111499,1086.6453406320509,1086.6453406320509,1009.770042875633,1170.8280961813646,1073.5627320622411,1086.6453406320509,1086.6453406320509,1086.6453406320509,994.3707944949481,1086.6453406320509,952.453623157038,1086.6453406320509,957.2645877864472,968.1054823572535,945.9217882688042,1086.6453406320509,1086.6453406320509
78,4,929.0236859257661,813.0562003949785,813.0562003949785,813.0562003949785,841.020277849773,928.8196608802546,813.0562003949785,813.0562003949785,813.0562003949785,1114.0,813.0562003949785,776.6676704701795,813.0562003949785,813.0562003949785,856.8053696310365,607.5283610895192,839.8329778770476,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,714.1001804183571,813.0562003949785,,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,,636.3981192093515,813.0562003949785,,,813.0562003949785,813.0562003949785,813.0562003949785,904.946972663412,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,607.5311287250457,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,813.0562003949785,
79,4,1675.077225446566,1329.766621663492,1423.2967522976091,1114.0,1507.7760398571243,1114.0,1358.6319776343817,1114.0,1386.1826176716097,1114.0,1114.0,1415.187704229812,1114.0,1189.9481549983443,1527.2018845456746,1157.92108746983,1135.080602317459,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1237.0568777668298,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,-1861.1275458987257,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,
80,4,1444.0742767741126,1157.4656437749059,1085.467159089295,,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,1114.0,1157.4656437749059,1076.3721419909891,1157.4656437749059,1157.4656437749059,1157.4656437749059,1197.6990949863948,1071.6486369132713,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,,1157.4656437749059,1157.4656437749059,,1157.4656437749059,1157.4656437749059,,,1157.4656437749059,1157.4656437749059,1157.4656437749059,,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,1238.0946105494231,1157.4656437749059,1234.0346193076498,1157.4656437749059,,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,955.8002543630155,1157.4656437749059,,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059,1157.4656437749059
81,4,1173.677434180647,1081.7873887134197,1177.3657382772496,1081.7873887134197,1150.9243407169295,1054.3049320998148,1181.8866827110487,1081.7873887134197,1107.2613199473506,1114.0,1081.7873887134197,1076.715838943026,1110.5487500587528,1218.1862556781198,1177.8327963938511,1099.6559268019932,1041.023289336525,1081.7873887134197,1081.7873887134197,1081.7873887134197,1081.7873887134197,,1086.7727641993006,1081.7873887134197,1081.7873887134197,1081.7873887134197,1136.2843132582675,,1081.7873887134197,,1148.221373162862,1037.652903908962,1081.7873887134197,1112.6012853030513,1081.7873887134197,1135.8409836655997,1081.7873887134197,998.4483435503593,1081.7873887134197,1088.6081035770487,1081.7873887134197,,1081.7873887134197,1081.7873887134197,1081.7873887134197,984.5757550930692,1081.7873887134197,1081.7873887134197,,1089.1149456931541,1081.7873887134197,741.9861631375677,1081.7873887134197,,1081.7873887134197,1081.7873887134197,1081.7873887134197,801.1944781409413,1081.7873887134197,1081.7873887134197,1081.7873887134197,1081.7873887134197,1081.7873887134197,1081.7873887134197
82,4,1183.9187391437454,1099.4549174440444,1099.4549174440444,1099.4549174440444,1162.1035126208888,1143.7988234217964,1200.254087333416,1099.4549174440444,1099.4549174440444,1114.0,1118.006454004276,1148.2219484885413,1099.4549174440444,1099.4549174440444,1032.9859321280762,1099.4549174440444,1094.0324776553825,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,,1099.4549174440444,,1099.4549174440444,1099.4549174440444,906.8746370219642,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,,1099.4549174440444,1099.4549174440444,,1099.4549174440444,1099.4549174440444,1099.4549174440444,989.8074800664019,1099.4549174440444,,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,1099.4549174440444,,1099.4549174440444,1099.4549174440444
83,4,1297.178368883694,1223.3855648019162,1343.100685360373,1114.0053790917787,1319.1561201230088,1223.3855648019162,1276.558457662727,1223.3855648019162,1139.2673701022875,1114.0,1223.3855648019162,1190.4779995937165,1223.3855648019162,1223.3855648019162,1282.1063219501548,1368.240135006109,1246.598152381552,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162,,1360.6266478708053,1223.3855648019162,1223.3855648019162,1223.3855648019162,1131.0441380949715,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162,1178.6051115119649,1248.978734089751,1346.799287490181,1223.3855648019162,1122.7440084369914,1154.9788286325202,1152.3900838665131,,1345.4724376960812,1223.3855648019162,1223.3855648019162,,1223.3855648019162,1223.3855648019162,958.7685929950572,1223.3855648019162,,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162,,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162,1223.3855648019162
84,4,1222.5362927898414,1164.09162857359,1132.3838601454795,1028.781897318078,1066.0215650244752,1193.270214476607,1076.3035293637263,1094.1368000051152,1062.401675872196,1114.0,1028.781897318078,1077.2105438935441,1055.1050461828804,1126.7992256663586,1108.8193858099203,1044.4531381364832,1022.9456449648309,1096.8380310608866,1067.2292463419903,1028.781897318078,1028.781897318078,1028.781897318078,1096.508992860113,1027.395262411389,1028.781897318078,1102.0144913842298,1028.781897318078,1028.781897318078,1038.0726640814303,1028.781897318078,1128.4468715492546,996.4105182541402,1028.781897318078,989.37128282786,1125.2720810283984,985.5438392750737,1106.6097148553154,941.0437212953303,,1104.0709608505795,1112.8477812341202,1028.781897318078,1154.3158519858725,960.5478034893115,1028.781897318078,994.984881229533,956.2134528019094,,1028.781897318078,931.3024692201702,978.3391116575688,831.235694029981,945.1885815413848,1028.781897318078,871.9716289754629,890.2461971309704,1028.781897318078,794.3072147328206,857.0953660184924,1028.781897318078,938.3603863044275,684.1408326623721,1028.781897318078,1028.781897318078
85,4,1195.364619368185,1029.8265692559664,1181.51805351201,1029.8265692559664,1108.3093230023517,1088.9627362985748,1077.5676278490635,1087.2806480591096,1207.8918605887927,1114.0,1158.4792005390218,1081.1713756131542,1134.1699772844938,1091.243421224104,1129.2626488652843,1112.0192665789407,1057.846231230499,1076.3342405160367,1029.8265692559664,1088.450866515485,977.1809303227705,1029.8265692559664,1074.3566126776652,1050.799128478467,1029.8265692559664,1029.8265692559664,916.47221146563,1029.8265692559664,1029.8265692559664,1029.8265692559664,1017.5526841788532,946.0308216171426,1106.3564615003727,1073.1914257820763,1021.6790502240485,1114.0339713287142,1007.9973640597046,976.9317141272516,1029.8265692559664,1069.5467652155505,1004.5237213119188,1029.8265692559664,1029.8265692559664,1071.384386299215,1046.385974823931,951.5969844672604,1026.124359690608,1029.8265692559664,1029.8265692559664,942.3251417849501,1029.8265692559664,972.1606154464055,930.2117088181787,1029.8265692559664,802.7341881567017,919.0726236592344,1029.8265692559664,806.3272349669319,814.3631513095698,787.6088562840233,1029.8265692559664,1029.8265692559664,1029.8265692559664,895.5488622202408
86,4,1294.1057686325767,1388.1820909317416,1226.705844955648,1122.569208594629,1140.5628084881118,1139.4442367612392,1176.2768692152645,1213.3760521926597,1146.7132688904576,1114.0,1138.0439931661217,1169.6225837148809,1141.4863284422802,1206.1933754519955,1177.4597734867152,1150.4257581361821,1130.7646269671643,1144.8666543315983,1122.569208594629,1089.1812082465467,1171.1073852087761,1122.569208594629,1143.8651149761909,1001.637318631495,1122.569208594629,1170.9241377119688,1122.569208594629,1122.569208594629,1140.605089327197,,1170.6711223478846,1299.4775699638512,1100.9603430676193,1091.352991097163,1033.4193795219558,1120.5219250308828,1122.569208594629,1127.9055289125326,1122.569208594629,1176.3843731246916,1027.0552558495287,1122.569208594629,1132.6695327315556,1122.569208594629,1150.4476312066286,1056.4749582186355,1047.911326874757,1122.569208594629,1122.569208594629,1070.5191435132763,984.1677448342812,1144.148755948582,1109.9114717193697,1122.569208594629,1154.8128495085157,1122.569208594629,1122.569208594629,936.4139382145779,1011.5060562241357,987.9998436703901,1001.4585712017637,886.4429947035447,1122.569208594629,1122.569208594629
87,4,1262.9735671463127,1142.441383672645,1223.3386451540964,1075.337874197521,1196.5255644914296,1154.1398055579325,1177.1846345973786,1128.316354970816,1181.2506021795682,1114.0,1216.005000872214,1157.0815845218374,1221.4219530704454,1127.772712792756,1133.3731029253502,1192.0701877009544,1117.8796541123584,1122.3539113414631,1280.3335214888655,1016.2482752710066,1001.424666628896,1257.2920763703437,1098.3359449327447,1133.99627000127,1075.337874197521,1075.337874197521,1154.3316373928612,1075.337874197521,1159.4972470116643,,1086.151772758376,1052.8536743828095,1131.1483518765206,1030.9317773131816,1084.1234260094311,1016.6853786989938,1122.6754795368786,1019.1259387045918,1075.337874197521,1069.398041804177,1075.337874197521,1075.337874197521,1069.8164534907269,970.5365951491368,1130.5765202773748,971.7106967440777,1030.610701697262,1075.337874197521,1075.337874197521,1107.8232852981516,936.9844949799352,1003.7103528941963,1075.337874197521,1075.337874197521,903.4302386241707,931.8905662873482,1018.9479186677102,846.0012705654001,940.4922586966227,1075.337874197521,750.8221280919371,758.4305791897641,812.4275039320623,1075.337874197521
88,4,1215.9955128452432,1297.4184539712367,1172.636814802871,1183.765064695075,1123.2140649073954,1155.8599631750435,1069.604969900131,1104.9939246473375,1076.113725512339,1114.0,1084.5619361939719,1082.4787507730039,1018.0928432390102,1015.0103640060389,1055.0234259356134,1044.03924332667,1047.295846340879,1093.7102589449787,1106.842087764973,1032.5453044983847,1082.9518278347625,1025.0941407092037,1078.391507159961,1103.9450185622663,1010.2518384168035,1053.3950607997738,1176.0887225057345,1025.0941407092037,1025.0941407092037,1025.0941407092037,1083.0861427895425,1030.318428137812,1084.366458594746,1070.9404126117438,1020.9014764640302,1019.2041683480472,977.1065309705317,1007.9850007581798,1025.0941407092037,990.7342069608497,919.7094751432949,1025.0941407092037,1025.0941407092037,978.3339262759232,1025.0941407092037,1020.6174635210898,943.9116604306494,1025.0941407092037,1025.0941407092037,992.541417491039,1013.1198799070171,961.0156839634544,895.6436696533749,814.9264826909691,856.0498741373895,826.759391051826,1025.0941407092037,737.2911936405183,763.8202765839081,760.403733910397,887.693550664352,1025.0941407092037,1025.0941407092037,1025.0941407092037
89,4,1258.9679266715523,1313.0516875300689,1190.2922196451807,1235.8823436914174,1165.4797858051047,1173.5210306543427,1162.9424438833116,1052.9639517475714,1035.7182328268527,1114.0,1157.9254558549887,1141.6852880635847,1045.9115184162647,1107.3212841917916,1161.6279473135214,1092.1865188974057,1100.2525126456317,1128.670524871118,1045.7639759099984,1191.4400521778468,1028.9790769445415,1052.9639517475714,1104.738705898141,1062.3669163800564,1052.9639517475714,1038.6002887583713,1052.0098998407225,1052.9639517475714,1134.060017488448,,1033.9586987720381,955.9881737750237,968.0866114461679,1133.0557025633043,1031.9419723958945,1036.0677341365704,1061.5852537115363,1045.899675346203,1052.9639517475714,984.748443889808,988.9414666446089,1052.9639517475714,980.2729424194024,877.1855683217598,1039.533349607886,981.9396485692944,1073.1188604019126,1052.9639517475714,1052.9639517475714,966.780660300566,940.4682212333684,1062.682756281392,866.4865782525658,1052.9639517475714,1052.9639517475714,826.7787371114612,1052.9639517475714,944.3116156229221,907.50638943144,895.1517149202277,1052.9639517475714,1052.9639517475714,872.6983588553448,929.6127990076094
90,4,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,1023.1463117180997,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,1114.0,922.5070017247476,765.6335355727824,922.5070017247476,922.5070017247476,704.8194753714749,922.5070017247476,1160.9343902581293,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,,628.8286289729992,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,1060.1866701797476,,922.5070017247476,922.5070017247476,,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476,922.5070017247476
91,4,1339.7515801326022,1129.7194067238888,1264.0501856379465,1129.7194067238888,1258.2629926932,1175.8921778590134,1225.0315213792892,1204.2832155435412,1129.7194067238888,1114.0,1129.7194067238888,1130.5182826958985,1150.267350539816,961.7732158936484,1153.2096873042356,1176.4914674607016,1128.174519893198,1129.7194067238888,1129.7194067238888,1129.7194067238888,1246.9810951906393,1129.7194067238888,1023.4444450339688,1163.2896569080444,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888,1266.1682225266122,1129.7194067238888,1141.5396592039924,1096.523613176101,1113.9495749529692,1068.5217669901067,1129.7194067238888,1084.6819834778153,,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888,1032.5714560338795,1035.5228468762348,1129.7194067238888,,1129.7194067238888,1119.010675254504,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888,935.4922072657812,893.0205816212555,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888,1129.7194067238888
92,4,1292.3428795924954,1355.986567603201,1162.1573991426612,1063.5500723576863,1149.0684722757494,1117.5163769178687,1082.6691056547525,1062.8291080245162,1159.5206645490146,1114.0,1164.9923415649462,1091.5932422304707,1071.7494901298714,1086.1145047160082,1051.5202342972452,1100.4353019334146,1074.881473182018,1037.1975753943407,1087.629682672388,1054.2871215281184,1076.7384305954151,1160.635606406539,1053.3704414150902,1045.273991061001,1035.64846560693,955.469319702343,1081.1111489176103,1035.64846560693,1035.64846560693,1035.64846560693,1072.4458758110297,1010.818029974643,922.9474544308973,976.008852202395,1037.251264071011,1016.3267453762293,1002.0848475488335,1038.4726789673157,1035.64846560693,1006.302443532327,1035.64846560693,,1032.591144598484,1011.0302826099771,1035.64846560693,960.9326400434054,1037.1891960720877,1035.64846560693,1035.64846560693,968.20643348421,981.9498143846714,940.8466391656847,982.1147065762316,1035.64846560693,763.4383926125538,891.4105712701546,1035.64846560693,787.0252605351168,912.8677441095128,877.7191396800977,1035.64846560693,1035.64846560693,764.1541058179307,1035.64846560693
93,4,1234.2966000955505,1207.7820500629,1141.8791800044228,1196.5512735137795,1098.2727314281806,1138.858836455972,1169.717362776657,1236.7989073477954,1067.85405349783,1114.0,1077.470435103739,1039.194751286926,1032.000051982714,1138.2313296874513,1094.5106480888062,1091.7371276973286,1096.2800672848068,1043.0486953867276,1136.3766083886803,1070.027147600859,1045.3425714312698,1025.8910588336153,1059.9733358082317,1084.2497739643356,1025.8910588336153,1089.2736884891883,1084.090478241132,1025.8910588336153,1025.8910588336153,1025.8910588336153,1004.3025047688959,977.0912522658394,1025.951043057699,1048.7624502807794,961.3284773003552,1115.0670706458884,1086.8144897071882,1030.5439084000072,1025.8910588336153,1001.9877663467129,1025.8910588336153,1025.8910588336153,1025.8910588336153,901.9825766371121,903.568216213132,998.637114557969,1000.1852912681329,1025.8910588336153,1025.8910588336153,989.8084725351422,958.1640598447314,895.1222995285585,1025.8910588336153,1003.4776083550205,982.3659340891371,858.4030363991029,1025.8910588336153,864.9709270727711,821.1471682595624,780.3921201933156,730.8179078593655,864.7509787004939,701.0925617685649,1025.8910588336153
94,4,1254.1630358115738,1191.2502942068886,1103.4868674827526,1069.5767236317406,1189.1329309480614,1147.1328348489637,1199.481803143709,1156.1298963232114,1163.4705969017305,1114.0,1135.237884488071,1121.1795463220512,1137.9163568801519,1169.6814237136211,1191.532998719388,1143.1562392841643,1081.9292622272678,1152.940430388291,1163.489334668844,1103.0403858897769,1016.7720546704847,1014.3039260634407,1127.154173731467,1134.041382778962,1069.5767236317406,1099.584497742455,1082.6824807377106,1069.5767236317406,1075.2454898538408,1069.5767236317406,1087.224197198746,1180.3449003777687,1036.3139250814634,1137.7162091138457,1133.396898236415,1123.7123564918766,993.2150467584117,988.795406282955,1069.5767236317406,1017.7529268633402,1139.0038840769428,1069.5767236317406,1020.1117356405733,956.2325813517195,894.4417526086489,953.2602628033292,1014.0973802843088,1069.5767236317406,1100.3277104311182,1069.5767236317406,1013.8685031094138,1024.343487766036,878.6934307625652,1069.5767236317406,806.6572053844652,954.7732441486198,1069.5767236317406,997.9536434431487,884.6572906094767,1069.5767236317406,875.3045497975806,868.0782487691214,1069.5767236317406,1069.5767236317406
95,4,1195.6658646775074,1220.517273382494,1150.612778699929,1046.6139839690713,1128.4086987937203,1215.8706314479437,1157.4281888355426,1113.8003636829562,1040.941211166296,1114.0,1197.4776267986085,1141.020211270353,1046.6139839690713,1054.1074975334707,1193.4093765302437,1149.8303746573656,1076.3057110048424,1076.3164081905174,1039.9230159578678,1046.6139839690713,1123.3930696965135,1046.6139839690713,1136.0698281442346,1054.5651355257182,1046.6139839690713,1046.6139839690713,1066.8572349831693,1046.6139839690713,1081.6855260527593,1046.6139839690713,1046.6139839690713,1031.8766418857283,1003.5029378967936,1069.0014240191244,1103.4010033001528,983.3747608437739,1103.7513544681487,1024.9295163924614,1046.6139839690713,987.1540511101095,1057.7574138989726,1046.6139839690713,948.5045197874019,1138.6235338457786,1012.1036598757031,1017.6396467551876,1053.803900541638,1046.6139839690713,1046.6139839690713,1001.4487597268095,1028.482169140343,1041.783421651318,930.0815867126996,1046.6139839690713,938.4276126071039,843.6406401295134,1046.6139839690713,915.6919233101077,910.3118009728945,922.6641573513853,814.6822898720734,844.620520685354,942.8250073785906,885.7949332932742
96,4,1231.5228870379922,1203.9172761248371,1098.1324478506092,1003.8559391050094,1103.500507937495,1123.9157475325103,1115.6324225347284,1003.026917767609,1160.930376011148,1114.0,1003.8559391050094,1072.8096515661055,1079.9184243359327,1170.103104715151,1039.2025109404074,1041.9019099609914,1053.9518430645646,1071.4590457966506,960.4704575061224,1054.7651079325274,1071.434208231321,1073.951952756257,1052.9924857072203,918.1402084604048,1093.6225384304685,1007.403428614179,1031.3385990327176,1003.8559391050094,999.1538372323889,,948.801218832037,996.8811908924187,1000.5484966935085,1028.9425482217393,997.5155438965445,1122.3800385617842,1028.9389338686694,1024.9033536755514,1003.8559391050094,1031.764593229821,996.6261361445771,1003.8559391050094,1043.8181850279027,968.6240780950071,991.7872030958023,1025.6950195602585,984.8773772694027,1003.8559391050094,1003.8559391050094,1019.5750762242401,886.9917185052298,1005.5224438420156,1003.8559391050094,1003.8559391050094,937.0089044727038,791.174716950559,846.2011551929832,836.3226820124723,802.8559630539432,856.4769760907877,733.1735616412395,732.1210683680249,617.6386920659327,1003.8559391050094
97,4,1160.0152117056123,1186.2350572413418,1123.604403984649,1046.1296641161327,1061.1404574915164,1109.6250675893696,1125.0766916492994,1047.2885083244857,1093.3784952817211,1114.0,1012.9991601867162,1087.5616274959266,1218.2322393445684,1135.1731560883045,1062.2507621442949,1058.3253098708074,1055.2176578449212,1128.8997367591492,1140.265545572169,1081.2120679562324,1066.3656153951133,1003.9022428054459,1012.452478171043,1032.540669908575,1003.9022428054459,967.3841465505229,1108.727676950834,1003.9022428054459,1057.9534137739242,1003.9022428054459,1021.3275198038517,1030.4286505651635,1098.1948013436458,1072.648149417294,1141.7793844772355,1071.1210637624972,980.481890337275,990.037502507018,1003.9022428054459,1041.744606711805,903.6300349655805,1003.9022428054459,990.2504717067434,1013.3607366267056,928.2003983138069,935.8190757282532,986.7625075196299,1003.9022428054459,935.5374672732844,946.3766005730814,909.0893714532855,929.7679923469873,1003.9022428054459,754.8292857875535,853.9401416583066,882.5696598592943,1014.8720408904567,792.0590803173595,745.2584974465564,700.8126486588712,681.818003686154,1003.9022428054459,685.2208850211885,884.6300641434103
98,4,1103.5681550857933,1012.2058730721265,1058.9389517965317,1012.2058730721265,969.0130710783775,1099.3265391100936,988.0391297862543,1004.3771833570875,956.0781201113034,1114.0,1012.2058730721265,994.348016252431,838.4732372872958,1116.1399909185332,1112.6666193224344,898.1328460919191,962.6110351389067,1102.9155811445642,1012.2058730721265,1012.2058730721265,973.9496695237187,1012.2058730721265,1138.98338635472,999.2293280214637,1012.2058730721265,1009.3531763795846,1012.2058730721265,1012.2058730721265,1090.4645590699727,,1201.4900852516837,1169.1424089490615,1058.8102192139738,941.3753773525698,1012.2058730721265,1027.3594474014462,1051.4826638541642,924.4782168862777,1012.2058730721265,1019.7178428254323,1042.6031029940175,,1016.2542754564805,903.1857126300226,1012.2058730721265,991.3068430090833,913.4293294818701,920.1170511649343,1012.2058730721265,1057.0523018373754,969.6324414132898,955.5653569757172,1012.2058730721265,1012.2058730721265,896.0694734992253,1012.2058730721265,980.3999527880444,1012.2058730721265,1034.2109782357284,1012.2058730721265,918.0633477660718,1012.2058730721265,990.2916442118552,1012.2058730721265
99,4,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,2398.7969514148017,-170.79695141480192,,1114.0,,1114.0,,1114.0,1114.0,1114.0,,1114.0,,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,1114.0
