node,gpt-4-0125-preview,gpt-4-1106-preview,gpt-4-0613,gpt-4-0314,qwen1.5-72b-chat,mistral-medium,claude-1,gemini-pro,nous-hermes-2-mixtral-8x7b-dpo,gpt-3.5-turbo-0613,yi-34b-chat,starling-lm-7b-alpha,vicuna-33b,wizardlm-70b,claude-2.0,gemini-pro-dev-api,openchat-3.5-0106,mixtral-8x7b-instruct-v0.1,llama2-70b-steerlm-chat,tulu-2-dpo-70b,gpt-3.5-turbo-0314,llama-2-70b-chat,openchat-3.5,gpt-3.5-turbo-0125,openhermes-2.5-mistral-7b,wizardlm-13b,deepseek-llm-67b-chat,solar-10.7b-instruct-v1.0,claude-2.1,gpt-3.5-turbo-1106,claude-instant-1,mistral-7b-instruct-v0.2,zephyr-7b-alpha,pplx-70b-online,vicuna-13b,zephyr-7b-beta,guanaco-33b,codellama-34b-instruct,falcon-180b-chat,llama-2-13b-chat,stripedhyena-nous-7b,llama-2-7b-chat,qwen1.5-7b-chat,dolphin-2.2.1-mistral-7b,pplx-7b-online,mistral-7b-instruct,mpt-30b-chat,vicuna-7b,palm-2,qwen-14b-chat,koala-13b,chatglm3-6b,alpaca-13b,chatglm2-6b,gpt4all-13b-snoozy,mpt-7b-chat,RWKV-4-Raven-14B,qwen1.5-4b-chat,fastchat-t5-3b,oasst-pythia-12b,chatglm-6b,dolly-v2-12b,stablelm-tuned-alpha-7b,llama-13b
9706,1140.4462781674813,1284.9685637576233,1119.4037050966924,1206.8385027920529,1140.4462781674813,1156.1012468949,1140.4462781674813,1220.8080836937395,1140.4462781674813,1162.5736350487184,1140.4462781674813,1169.638793191424,1224.2930004017667,1176.0431151171204,1182.9287118028963,1139.4092633149662,1140.4462781674813,1114.0,1140.4462781674813,1140.4462781674813,1140.4462781674813,1121.9066086788953,1096.5447726984348,1291.4692578604006,1135.1607401567103,1109.3026381711059,1121.161086858139,1140.4462781674813,1156.0635155997163,1140.3384590009014,1125.9250933707312,1140.4462781674813,1140.4462781674813,1140.4462781674813,1218.754483612889,1022.4390204476609,1140.4462781674813,1153.6172246106412,1140.4462781674813,1098.384229274375,1137.6200568319337,1180.1603820847085,1140.4462781674813,1140.4462781674813,1140.4462781674813,1134.246950943543,1140.4462781674813,1122.4400817893156,1131.0035308926003,1209.8406170986416,1053.0288003709702,1201.0765901993925,1064.8827851390008,1140.4462781674813,1140.4462781674813,986.1502098714222,1140.4462781674813,,1212.5735568158323,1034.1872802658336,1050.5246266349077,1140.4462781674813,1011.5956281411679,1140.4462781674813
9707,1112.192092798876,1255.2086854529912,1103.569047560749,1196.4364761604397,1112.192092798876,1076.8232946654475,1112.192092798876,1232.8880740386005,,1117.5127362072367,1112.192092798876,1190.6252947899266,1186.5499946443854,1084.4817816855784,1158.0688258536034,1148.5449062342689,1112.192092798876,1114.0,1112.192092798876,1112.192092798876,1112.192092798876,1055.335871692942,1045.3472161134562,1112.192092798876,1112.192092798876,1112.192092798876,1101.0060713871767,1112.192092798876,1105.773704744923,1183.0318192266732,1058.7092656654206,1112.192092798876,1112.192092798876,,1157.3476862474558,1112.192092798876,1112.192092798876,1083.4504757210702,1112.192092798876,1007.56060368448,1148.4149576463185,1112.192092798876,1112.192092798876,1112.192092798876,1112.192092798876,1112.192092798876,1112.192092798876,1112.192092798876,1112.192092798876,1112.192092798876,1112.192092798876,1112.192092798876,975.2933169078402,1112.192092798876,1112.192092798876,1112.192092798876,1112.192092798876,,1112.192092798876,1070.4532296402472,1112.192092798876,1112.192092798876,948.3689840006701,1112.192092798876
9708,1114.0,1193.448864051133,1052.3174922417113,1111.5257519824318,1114.0,971.6240779896668,1114.0,1069.5469878652316,,1033.6114365898839,1114.0,1257.8206691239593,1228.9407356885497,1134.1634089576432,1081.2197413898828,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1131.9215705614436,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1003.57441629987,1114.0,1114.0,1114.0,1114.0,,1249.243367188448,1114.0,1114.0,1114.0,1114.0,1030.3555499409501,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1160.685930129195,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0
9774,1114.0,2951.490839412203,2831.0787178705036,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,-684.3827279475922,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,-642.1868293351135,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0
9820,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,,,1114.0,,1114.0,,1114.0,,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0
9823,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,,,1114.0,,1114.0,,1114.0,,,,1114.0,1114.0,1114.0,,,1114.0,,,,1114.0,,1114.0,1114.0,1114.0,,1114.0,
9825,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,,,1114.0,,1114.0,,1114.0,,,,1114.0,1114.0,1114.0,,,1114.0,,,,1114.0,,1114.0,1114.0,1114.0,,1114.0,
9827,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,,,1114.0,,1114.0,,1114.0,,,,1114.0,1114.0,1114.0,,,1114.0,,,,1114.0,,1114.0,1114.0,1114.0,,1114.0,
9849,1114.0,1114.0,1003.7664505504684,1194.6150167727149,1114.0,1114.0,1114.0,1114.0,,1023.1306283595578,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1234.487904317259,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,
9936,1114.0,1355.848873058161,1081.9413237712486,1348.9393596316474,,1114.0,,1114.0,,1085.1297441328559,1114.0,1114.0,962.4172674989968,,1023.8966675049475,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,939.826764402143,,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,
9937,1114.0,1997.5037655793449,1639.5262243541456,1997.5038853279625,,1114.0,,1114.0,,1665.7439262286748,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,-1730.2778014901291,,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,,,1114.0,1114.0,1114.0,,1114.0,
10159,1114.0,1188.1325823302104,1030.6930318322675,1095.0653183860036,1114.0,1114.0,1114.0,1114.0,1114.0,1108.8355217592937,1114.0,1114.0,1153.4773262499286,1061.1659960905126,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1092.7410192372636,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1136.4931653312522,959.3419365968988,1135.8070286481427,,1114.0,1114.0,1114.0,1114.716156792063,1114.0,1061.6942450572487,1114.0,1092.276254194109,1114.0,1114.0,,,1114.0,1015.388956115814,1114.0,1007.6188431649036,1085.7726385077358,1114.0,1472.6472348013826,1114.0,1240.1327449049697,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0
10202,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,1114.0,,1114.0,,,
10459,1040.423693404508,1281.1943571459967,1087.9701490813761,984.2529201063724,1040.423693404508,1148.7571541404825,979.5894319040748,1040.423693404508,,1080.2973118894733,1040.423693404508,1040.423693404508,1043.5118556233433,1079.9923068191704,973.7562436647905,1040.423693404508,1040.423693404508,1114.0,1040.423693404508,1172.2445081834776,1040.423693404508,1168.4583568811736,884.2135230244364,1040.423693404508,1040.423693404508,964.3024872481142,1040.423693404508,1040.423693404508,1088.7505283128373,948.0783991996834,1060.6303354420677,1040.423693404508,1040.423693404508,1040.423693404508,986.2749498039591,1222.872265022131,1040.423693404508,1040.423693404508,,1040.423693404508,1040.423693404508,1040.423693404508,1040.423693404508,1040.423693404508,1040.423693404508,1040.423693404508,1040.423693404508,941.4683621497018,1029.535434015765,1040.423693404508,955.4073028045243,1040.423693404508,1040.423693404508,1040.423693404508,1040.423693404508,1040.423693404508,734.1867658407315,,1040.423693404508,1040.423693404508,1040.423693404508,1040.423693404508,1040.423693404508,1040.423693404508
10460,1114.0,1297.6440512826941,1211.8158749229883,1083.8715579979203,,1087.2408767961624,993.7340928046192,,,1145.4807594416711,1114.0,1114.0,1135.7197175666379,1217.9043233766583,962.5566557331114,1114.0,1114.0,1114.0,,1114.0,1114.0,1230.5900609770915,912.2771186164798,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1162.9434157367957,,1114.0,1114.0,1161.071470766802,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,973.8685134465072,1133.281510533861,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0
10461,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,958.0005125282823,1114.0,1114.0,1068.0213560354205,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,,1114.0,1114.0,1114.0,1315.9781314362972,,,,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0
10462,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1001.4395099280867,,1114.0,1035.9919797754542,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,1114.0,1304.568510296459,,,,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0
10463,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1001.4395099280867,,1114.0,1035.9919797754542,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,,,,1114.0,,,1114.0,1114.0,1304.568510296459,,,,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0
10464,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1053.7940063806818,,1114.0,1174.2059936193182,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,,,,1114.0,,,,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,,,1114.0
10465,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1053.7940063806818,,1114.0,1174.2059936193182,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,,,,1114.0,,,,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0,,,1114.0,1114.0,,,1114.0
10604,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,2883.8621495207935,1114.0,,1114.0,659.3059884396322,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,373.9378166305312,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,538.8940454090452,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0
10823,1114.0,1114.0,1009.8839633858297,889.4723743241376,1114.0,1459.6644328254222,1114.0,1114.0,,1234.7743149919916,,1114.0,1114.0,1114.0,1200.73254852512,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,889.4723659474989,1114.0,1114.0,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,
11048,979.4993012685779,1104.5108486769861,1077.9273266795658,989.2601293047791,979.4993012685779,1068.3106520575632,1192.1260910894478,979.4993012685779,,976.217643697831,993.3857149768685,979.4993012685779,823.4149717751935,979.4993012685779,1184.8330883680342,979.4993012685779,979.4993012685779,1114.0,979.4993012685779,979.4993012685779,863.9117636324047,968.2518919391583,979.4993012685779,979.4993012685779,979.4993012685779,1027.0091296913454,979.4993012685779,979.4993012685779,1188.3932251647877,1051.5956262388427,979.4993012685779,979.4993012685779,979.4993012685779,979.4993012685779,865.8332963449507,963.1522817375748,979.4993012685779,979.4993012685779,979.4993012685779,960.5713057509805,979.4993012685779,941.1586573455608,,979.4993012685779,979.4993012685779,979.4993012685779,979.4993012685779,979.4993012685779,979.4993012685779,1019.4085543073311,728.3203211521395,979.4993012685779,979.4993012685779,979.4993012685779,979.4993012685779,795.4096155122937,1022.2214918947807,,893.8602875224008,974.4993120919514,780.033602627848,878.8643046709847,979.4993012685779,979.4993012685779
11316,1114.0,1114.0,1018.5757477603685,1114.0,,1114.0,,,,1114.0,1114.0,,1114.0,,1114.0,,,1114.0,,1114.0,,1114.0,1114.0,,1114.0,,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1209.4242522396316,,1114.0,,1114.0,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,,,1114.0
11411,1247.2751417404982,955.3772144093211,1064.8853719669466,994.7910710066369,1247.2751417404982,1247.2751417404982,1247.2751417404982,1247.2751417404982,,1025.8081732863973,1247.2751417404982,1247.2751417404982,688.3045093747949,1247.2751417404982,1247.2751417404982,1247.2751417404982,,1114.0,1247.2751417404982,1247.2751417404982,1247.2751417404982,955.8018703115424,1247.2751417404982,1247.2751417404982,1247.2751417404982,1247.2751417404982,1247.2751417404982,,1247.2751417404982,1247.2751417404982,1247.2751417404982,,1247.2751417404982,1247.2751417404982,888.0781295337345,938.3039077935513,1247.2751417404982,1247.2751417404982,,1247.2751417404982,1247.2751417404982,1247.2751417404982,,1247.2751417404982,1247.2751417404982,1247.2751417404982,1247.2751417404982,1247.2751417404982,1247.2751417404982,1247.2751417404982,746.4756150792778,1247.2751417404982,1247.2751417404982,1247.2751417404982,1247.2751417404982,1247.2751417404982,1247.2751417404982,,1247.2751417404982,4348.200696383269,1247.2751417404982,1247.2751417404982,1247.2751417404982,
11597,1195.4076327853677,1184.945182029746,1114.240002035647,1263.980965708751,1066.002950610599,1152.578998047055,1166.396338903449,1066.002950610599,1066.002950610599,1102.7295147667012,1066.002950610599,1066.002950610599,1018.9383219675664,1163.7687473635478,1066.002950610599,1066.002950610599,,1114.0,1066.002950610599,1066.002950610599,1066.002950610599,1095.0442870388858,1066.002950610599,1066.002950610599,1066.002950610599,939.7716977318278,1066.002950610599,1066.002950610599,1134.086551596424,1067.9821611294633,1024.6744807845232,,1066.002950610599,1066.002950610599,1146.7735907630774,1066.002950610599,939.2240388025759,1066.002950610599,1066.002950610599,1033.857431018961,1066.002950610599,1066.002950610599,,1066.002950610599,1066.002950610599,1066.002950610599,1066.002950610599,1066.002950610599,952.0585097489901,1066.002950610599,947.7370277124681,1066.002950610599,1066.002950610599,1066.002950610599,1066.002950610599,1066.002950610599,747.1805312898042,,1066.002950610599,1066.002950610599,946.6889022083475,1066.002950610599,1066.002950610599,
11617,1114.0,1114.0,-170.79695141480192,1114.0,,1114.0,1114.0,1114.0,,2398.7969514148017,,,1114.0,,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0,,1114.0,1114.0,,,,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,,1114.0,1114.0,
12187,1273.2523062026694,1281.8517909264535,1147.5744885469464,1213.109573373886,1076.161341907746,1171.8509070751998,1123.4134279977502,1068.8974465492865,1076.161341907746,1172.9936284310359,1099.5059336185113,1257.2593783661662,1196.4333701936255,1148.3948584867248,1087.2371727845211,1164.953457555222,1076.161341907746,1114.0,1076.161341907746,1048.3113946602348,980.1009010921701,1178.1321896826873,1114.0578753148397,1003.0668351205261,1096.543051783522,1196.1029597333743,941.160634956402,1076.161341907746,1024.979582159682,1056.843406013188,1124.5681072915372,1076.161341907746,1067.228322324081,1076.8840638377405,1090.867470770052,1168.7512808358026,1003.465015781639,1096.2490436252276,1076.161341907746,1065.678272920777,1050.8853966922295,1032.9630680241357,,1076.161341907746,1146.3853680134234,1016.7683712866691,1146.6873003672356,1075.768349042959,1095.0220504830959,914.0387873699306,1004.7131129286754,967.8600357108552,985.0167878058262,1076.161341907746,1076.161341907746,849.9119240092635,914.6980615057383,1076.161341907746,921.4413493658001,889.1140914911985,1076.161341907746,1076.161341907746,866.9135513710329,1076.161341907746
12188,1314.4982685961127,1304.161791821487,1227.8647929410927,1335.0132026752694,1133.779466298809,1220.2732191766468,1167.7472764510394,1085.0034659964936,1133.779466298809,1220.574930231889,1014.2135586752969,1149.6676416244286,1202.5720700647175,1133.779466298809,1119.2595624859523,1133.779466298809,1133.779466298809,1114.0,1133.779466298809,1133.779466298809,1116.1650142344588,1173.8587970858584,1066.5646384154797,1133.779466298809,1279.752672335554,1309.1667139484857,1133.779466298809,1133.779466298809,1059.227114006229,1154.8886291372337,1185.7130700135226,,1133.779466298809,1144.8452022321094,1164.4156710337015,1196.2728223329077,1133.779466298809,1042.3230178085273,,1064.6013388469064,1133.779466298809,1019.2358435913446,,1133.779466298809,1178.8393172526175,1133.779466298809,1133.779466298809,1101.7567539052445,1161.937304259527,1077.0288789605866,1058.3303265724849,1069.7257557842327,934.1519258786708,1133.779466298809,1133.779466298809,1133.779466298809,982.9740120853561,1133.779466298809,944.9466183493493,988.269034245122,1133.779466298809,1133.779466298809,1133.779466298809,1133.779466298809
12189,1147.57568352327,1437.543893813909,1213.3752604870178,1331.9582167181102,1147.57568352327,1147.57568352327,993.4737646838754,1147.57568352327,,1167.2618224479024,1147.57568352327,1147.57568352327,1232.4336817248923,1147.57568352327,1147.57568352327,1147.57568352327,,1114.0,1147.57568352327,1147.57568352327,1037.1612660712517,1110.472843958165,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,,1147.57568352327,1224.6400366640005,1091.5387118599092,,1147.57568352327,1147.57568352327,1091.3994046670073,1147.57568352327,1147.57568352327,1147.57568352327,,1011.6043745449361,,1147.57568352327,,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,1009.1962916848054,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,1147.57568352327,
12190,1114.0,1253.794027686723,1114.0,1114.0,,1114.0,1114.0,1114.0,,974.2059723132771,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,
12368,-1300.3319496672611,-1300.3319496672611,-2548.8115088257996,-2540.859359532989,-1300.3319496672611,-1300.3319496672611,-2787.4460900757967,,,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,,1114.0,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,4548.009159757947,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,,-1300.3319496672611,-2520.320744437891,-2910.4683741609515,,-1300.3319496672611,-1300.3319496672611,-2756.758680062602,-1300.3319496672611,,-1300.3319496672611,,-1300.3319496672611,,-1300.3319496672611,,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,,,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,-1300.3319496672611,,,-1300.3319496672611,,-1300.3319496672611,,-1300.3319496672611,,,,
12369,1114.0,1114.0,830.4605713756555,1114.0,1114.0,1114.0,579.3438022017989,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,3363.682887920506,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,805.3793711435753,525.7897997957612,,,1114.0,579.3435675627035,1114.0,,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,,,1114.0,,,1114.0,1114.0,,,1114.0,,1114.0,,1114.0,,,,
12394,1000.0,1000.0,1139.794027686723,1000.0,1000.0,,860.2059723132771,,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,,,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,,,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,,1000.0,,1000.0,,,1000.0,1000.0,,,1000.0,,,1000.0,,,,,,,,,,,,
12397,,1000.0,1139.794027686723,1000.0,,,860.2059723132771,,,1000.0,1000.0,1000.0,1000.0,1000.0,,,,,,1000.0,,1000.0,1000.0,,1000.0,,,,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,,1000.0,,1000.0,,,1000.0,1000.0,,,1000.0,,,1000.0,,,,,,,,,,,,
12519,1110.1566482295682,1225.1663325535887,1056.3578844485232,1050.5967688907199,1110.1566482295682,1076.5807204195423,1110.1566482295682,1110.1566482295682,1110.1566482295682,1183.3857340023926,1110.1566482295682,1110.1566482295682,1089.5282572312733,1110.1566482295682,1042.6753032360107,1110.1566482295682,1110.1566482295682,1114.0,1110.1566482295682,1110.1566482295682,1110.1566482295682,1108.4203658858619,1041.8234940579837,1110.1566482295682,1110.1566482295682,1110.1566482295682,,1110.1566482295682,1202.5944679064278,1110.1566482295682,1110.1566482295682,,1110.1566482295682,1110.1566482295682,1130.750450122494,1110.1566482295682,,1110.1566482295682,,1110.1566482295682,1110.1566482295682,1110.1566482295682,,,1110.1566482295682,,1110.1566482295682,1110.1566482295682,1110.1566482295682,1110.1566482295682,1110.1566482295682,1110.1566482295682,1110.1566482295682,,,1110.1566482295682,1110.1566482295682,,1110.1566482295682,1110.1566482295682,1110.1566482295682,1110.1566482295682,,
12884,1114.0,1853.6589279075915,1697.880856357939,1114.0,1114.0,1114.0,1114.0,1114.0,,1577.007072059122,1114.0,1114.0,1114.0,1114.0,1749.0350667299867,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1679.1055773901412,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,-1872.6875004447716,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0
13124,1096.7303919883284,1265.444047402356,1103.2587604990892,1117.6721423711401,1096.7303919883284,1157.897953025267,1156.738656029509,1096.887655206242,,1160.1313568480753,1163.886405417005,1096.7303919883284,1237.01752569554,1096.7303919883284,1039.164046062166,1155.9380577294312,1096.7303919883284,1114.0,1096.7303919883284,1096.7303919883284,726.2770197152025,1226.6994211502006,1312.789179878947,1096.7303919883284,1096.7303919883284,1096.7303919883284,1096.7303919883284,1096.7303919883284,1039.8509299543107,968.0857292813866,1188.680495301373,1096.7303919883284,1096.7303919883284,1096.7303919883284,1064.38634397521,1206.1452747505532,1096.7303919883284,1096.7303919883284,1096.7303919883284,1062.2270827722032,964.5531734111852,1051.5615665182904,,1096.7303919883284,1096.7303919883284,1096.7303919883284,1096.7303919883284,1275.6981282941595,1128.6935987275947,1096.7303919883284,1066.8569188656454,914.2051870319465,1096.7303919883284,1096.7303919883284,1096.7303919883284,1096.7303919883284,1096.7303919883284,1096.7303919883284,1096.7303919883284,743.7043197591665,1096.7303919883284,1096.7303919883284,1096.7303919883284,1096.7303919883284
13266,1114.0,1114.0,870.811577823499,1114.0,,1114.0,1114.0,1114.0,,1085.157370213805,,1114.0,1386.031051962696,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,,,
