node,gpt-4o-2024-08-06,gpt-3.5-turbo-0613,deepseek-coder-6.7b-base
916,0.6666666666666666,0.0,0.0
917,1.0,0.0,0.0
918,1.0,0.0,0.0
919,1.0,0.0,0.0
920,0.0,0.0,0.0
921,0.2,0.0,0.2
922,0.0,0.0,0.0
923,0.0,0.0,0.0
924,0.0,0.0,0.0
925,0.0,0.0,0.0
926,0.5,0.0,0.5
927,1.0,0.0,0.0
928,0.0,0.0,1.0
929,1.0,0.25,0.75
930,1.0,0.0,0.0
931,1.0,0.0,1.0
932,1.0,0.5,1.0
933,1.0,1.0,1.0
934,1.0,0.0,1.0
935,0.0,0.0,0.0
936,0.0,0.0,0.0
937,0.0,0.0,0.0
938,0.0,0.0,0.0
939,0.0,0.0,0.0
940,0.0,0.0,0.0
941,0.0,0.0,0.0
942,0.0,0.0,0.0
943,0.0,0.0,0.0
944,0.0,0.0,0.0
945,0.0,0.0,0.0
946,0.0,0.0,0.0
947,0.0,0.0,0.0
948,0.0,0.0,0.0
949,0.8333333333333334,0.3333333333333333,0.3333333333333333
950,1.0,1.0,1.0
951,1.0,1.0,1.0
952,1.0,1.0,1.0
953,1.0,0.0,0.0
954,1.0,0.0,0.0
955,1.0,0.0,0.0
956,0.5,0.0,0.0
957,1.0,0.0,0.0
958,0.0,0.0,0.0
959,0.7548387096774194,0.5935483870967742,0.5225806451612903
960,0.7570093457943925,0.5981308411214953,0.5327102803738317
961,0.5714285714285714,0.2857142857142857,0.42857142857142855
962,1.0,0.5,0.5
963,1.0,0.0,0.0
964,1.0,1.0,1.0
965,0.4,0.2,0.4
966,0.5,0.0,0.5
967,0.0,0.0,0.0
968,1.0,0.0,1.0
969,0.3333333333333333,0.3333333333333333,0.3333333333333333
970,0.0,0.0,0.0
971,0.5,0.5,0.5
972,0.0,0.0,0.0
973,1.0,1.0,1.0
974,0.7142857142857143,0.5714285714285714,0.38095238095238093
975,1.0,1.0,1.0
976,1.0,1.0,0.5
977,1.0,1.0,0.0
978,1.0,1.0,1.0
979,0.5,0.0,0.0
980,0.5,0.0,0.0
981,1.0,0.0,0.0
982,0.0,0.0,0.0
983,1.0,0.0,0.0
984,1.0,0.0,0.0
985,0.0,0.0,0.0
986,0.0,0.0,0.0
987,0.0,0.0,0.0
988,1.0,1.0,1.0
989,0.0,1.0,1.0
990,1.0,1.0,1.0
991,1.0,0.5,0.5
992,1.0,0.0,0.0
993,1.0,1.0,1.0
994,0.6666666666666666,1.0,0.3333333333333333
995,1.0,1.0,1.0
996,0.5,1.0,0.0
997,0.0,1.0,0.0
998,1.0,1.0,0.0
999,0.75,0.5,0.25
1000,1.0,0.5,0.0
1001,1.0,1.0,0.0
1002,1.0,0.0,0.0
1003,0.5,0.5,0.5
1004,0.0,0.0,0.0
1005,1.0,1.0,1.0
1006,0.7619047619047619,0.5714285714285714,0.42857142857142855
1007,0.0,0.0,0.0
1008,1.0,1.0,0.0
1009,1.0,1.0,1.0
1010,1.0,1.0,1.0
1011,1.0,1.0,1.0
1012,1.0,0.5,0.5
1013,1.0,0.0,0.0
1014,1.0,1.0,1.0
1015,1.0,1.0,0.6666666666666666
1016,1.0,1.0,0.0
1017,1.0,1.0,1.0
1018,1.0,1.0,1.0
1019,1.0,1.0,1.0
1020,0.0,0.0,0.5
1021,0.0,0.0,1.0
1022,0.0,0.0,0.0
1023,1.0,1.0,0.0
1024,1.0,0.6666666666666666,0.5
1025,1.0,1.0,1.0
1026,1.0,0.0,0.0
1027,1.0,0.0,0.0
1028,1.0,0.0,0.0
1029,1.0,1.0,1.0
1030,1.0,1.0,1.0
1031,1.0,1.0,1.0
1032,1.0,1.0,0.0
1033,0.3333333333333333,0.0,0.0
1034,1.0,0.0,0.0
1035,0.0,0.0,0.0
1036,0.0,0.0,0.0
1037,0.0,0.0,0.0
1038,0.875,0.75,0.75
1039,1.0,0.8,0.8
1040,1.0,0.0,0.0
1041,1.0,1.0,1.0
1042,1.0,1.0,1.0
1043,1.0,1.0,1.0
1044,1.0,1.0,1.0
1045,1.0,1.0,1.0
1046,1.0,1.0,1.0
1047,1.0,1.0,1.0
1048,0.6666666666666666,0.6666666666666666,0.6666666666666666
1049,1.0,1.0,1.0
1050,0.5,0.5,0.5
1051,1.0,1.0,1.0
1052,0.0,0.0,0.0
1053,0.5454545454545454,0.45454545454545453,0.5454545454545454
1054,1.0,1.0,1.0
1055,1.0,0.0,1.0
1056,0.0,0.0,0.0
1057,0.0,0.0,0.0
1058,0.0,0.0,0.0
1059,0.6666666666666666,0.6666666666666666,0.6666666666666666
1060,1.0,1.0,1.0
1061,0.5,0.5,0.5
1062,1.0,1.0,1.0
1063,0.0,0.0,0.0
1064,1.0,1.0,1.0
1065,1.0,1.0,1.0
1066,1.0,1.0,1.0
1067,0.0,0.0,0.0
1068,0.0,0.0,0.0
1069,0.0,0.0,0.0
1070,0.9,0.7,0.6
1071,1.0,1.0,1.0
1072,1.0,1.0,1.0
1073,1.0,1.0,1.0
1074,1.0,1.0,1.0
1075,1.0,1.0,1.0
1076,1.0,0.5,0.0
1077,1.0,0.0,0.0
1078,1.0,1.0,0.0
1079,0.8,0.6,0.6
1080,1.0,1.0,1.0
1081,1.0,1.0,1.0
1082,1.0,1.0,1.0
1083,0.6666666666666666,0.3333333333333333,0.3333333333333333
1084,0.5,0.0,0.0
1085,0.0,0.0,0.0
1086,1.0,0.0,0.0
1087,1.0,1.0,1.0
1088,0.4444444444444444,0.2222222222222222,0.2222222222222222
1089,0.0,0.5,0.0
1090,0.0,1.0,0.0
1091,0.0,0.0,0.0
1092,0.5,0.0,0.5
1093,1.0,0.0,1.0
1094,0.0,0.0,0.0
1095,0.6666666666666666,0.3333333333333333,0.3333333333333333
1096,0.5,0.0,0.0
1097,0.0,0.0,0.0
1098,1.0,0.0,0.0
1099,1.0,1.0,1.0
1100,0.5,0.0,0.0
1101,0.0,0.0,0.0
1102,1.0,0.0,0.0
1103,1.0,0.8333333333333334,0.8333333333333334
1104,1.0,1.0,1.0
1105,1.0,0.0,0.0
1106,1.0,1.0,1.0
1107,1.0,1.0,1.0
1108,1.0,1.0,1.0
1109,1.0,1.0,1.0
1110,1.0,1.0,1.0
1111,1.0,0.875,1.0
1112,1.0,0.8,1.0
1113,1.0,0.0,1.0
1114,1.0,1.0,1.0
1115,1.0,1.0,1.0
1116,1.0,1.0,1.0
1117,1.0,1.0,1.0
1118,1.0,1.0,1.0
1119,1.0,1.0,1.0
1120,1.0,1.0,1.0
1121,1.0,1.0,1.0
1122,1.0,1.0,1.0
1123,1.0,1.0,1.0
1124,1.0,1.0,0.6666666666666666
1125,1.0,1.0,1.0
1126,1.0,1.0,0.0
1127,1.0,1.0,1.0
1128,1.0,1.0,1.0
1129,1.0,1.0,1.0
1130,1.0,1.0,1.0
1131,1.0,1.0,0.0
1132,0.75,0.5833333333333334,0.5
1133,0.6774193548387096,0.5161290322580645,0.4838709677419355
1134,1.0,1.0,0.6666666666666666
1135,1.0,1.0,1.0
1136,1.0,1.0,0.5
1137,1.0,1.0,1.0
1138,1.0,1.0,0.0
1139,1.0,0.0,1.0
1140,0.0,0.0,0.0
1141,0.5,0.5,0.5
1142,1.0,1.0,1.0
1143,0.0,0.0,0.0
1144,0.875,0.75,0.625
1145,1.0,0.5,0.5
1146,1.0,0.0,0.0
1147,1.0,1.0,1.0
1148,0.8333333333333334,0.8333333333333334,0.6666666666666666
1149,0.0,0.0,0.0
1150,1.0,1.0,0.8
1151,1.0,1.0,1.0
1152,1.0,1.0,1.0
1153,1.0,1.0,1.0
1154,1.0,1.0,1.0
1155,1.0,1.0,1.0
1156,1.0,1.0,1.0
1157,1.0,1.0,0.0
1158,0.6666666666666666,0.3333333333333333,0.3333333333333333
1159,0.6,0.4,0.4
1160,0.0,0.0,0.0
1161,1.0,1.0,1.0
1162,1.0,0.0,0.0
1163,0.5,0.5,0.5
1164,0.0,0.0,0.0
1165,1.0,1.0,1.0
1166,1.0,0.0,0.0
1167,0.0,0.0,0.0
1168,0.0,0.0,0.0
1169,0.0,0.0,0.0
1170,0.3333333333333333,0.3333333333333333,0.0
1171,0.0,0.0,0.0
1172,0.0,0.0,0.0
1173,0.0,0.0,0.0
1174,1.0,1.0,0.0
1175,0.6666666666666666,0.3333333333333333,0.6666666666666666
1176,0.5,0.5,0.5
1177,1.0,1.0,1.0
1178,0.0,0.0,0.0
1179,1.0,0.0,1.0
1180,1.0,1.0,1.0
1181,1.0,1.0,1.0
1182,1.0,1.0,1.0
1183,0.8823529411764706,0.7058823529411765,0.5294117647058824
1184,0.5,0.0,0.0
1185,1.0,0.0,0.0
1186,0.0,0.0,0.0
1187,1.0,0.875,0.5
1188,1.0,1.0,1.0
1189,1.0,0.5,0.0
1190,1.0,1.0,0.0
1191,1.0,0.0,0.0
1192,1.0,1.0,1.0
1193,1.0,1.0,1.0
1194,1.0,1.0,0.5
1195,1.0,1.0,1.0
1196,1.0,1.0,0.0
1197,1.0,1.0,0.0
1198,1.0,1.0,1.0
1199,1.0,1.0,1.0
1200,1.0,1.0,1.0
1201,0.8,0.6,0.6
1202,1.0,0.0,0.0
1203,0.75,0.75,0.75
1204,1.0,1.0,1.0
1205,0.0,0.0,0.0
1206,1.0,1.0,1.0
1207,1.0,1.0,1.0
1208,1.0,1.0,1.0
1209,0.6991525423728814,0.3813559322033898,0.3474576271186441
1210,0.7037037037037037,0.37037037037037035,0.3333333333333333
1211,0.5,0.5,0.0
1212,1.0,0.0,0.0
1213,0.0,1.0,0.0
1214,0.5,0.0,0.0
1215,1.0,0.0,0.0
1216,1.0,0.0,0.0
1217,1.0,0.0,0.0
1218,0.0,0.0,0.0
1219,0.0,0.0,0.0
1220,0.0,0.0,0.0
1221,1.0,0.6,0.8
1222,1.0,1.0,1.0
1223,1.0,0.5,0.75
1224,1.0,1.0,0.0
1225,1.0,0.3333333333333333,1.0
1226,1.0,0.5,1.0
1227,1.0,0.0,1.0
1228,1.0,1.0,1.0
1229,1.0,0.0,1.0
1230,0.7,0.4,0.4
1231,0.5,0.5,0.5
1232,0.0,0.0,0.0
1233,1.0,1.0,1.0
1234,0.8,0.4,0.4
1235,1.0,0.0,0.0
1236,0.0,0.0,1.0
1237,1.0,0.5,0.0
1238,1.0,1.0,0.0
1239,1.0,0.0,0.0
1240,1.0,1.0,1.0
1241,0.6666666666666666,0.3333333333333333,0.3333333333333333
1242,0.5,0.0,0.0
1243,0.0,0.0,0.0
1244,1.0,0.0,0.0
1245,1.0,1.0,1.0
1246,0.0,0.0,0.0
1247,0.0,0.0,0.0
1248,0.0,0.0,0.0
1249,1.0,0.6666666666666666,0.3333333333333333
1250,1.0,0.5,0.5
1251,1.0,0.0,0.0
1252,1.0,1.0,1.0
1253,1.0,1.0,0.0
1254,0.5714285714285714,0.0,0.0
1255,0.6666666666666666,0.0,0.0
1256,0.0,0.0,0.0
1257,1.0,0.0,0.0
1258,1.0,0.0,0.0
1259,1.0,0.0,0.0
1260,0.5,0.0,0.0
1261,1.0,0.0,0.0
1262,0.0,0.0,0.0
1263,0.5,0.0,0.0
1264,0.0,0.0,0.0
1265,1.0,0.0,0.0
1266,0.8461538461538461,0.5384615384615384,0.3076923076923077
1267,1.0,1.0,0.0
1268,1.0,1.0,0.0
1269,1.0,1.0,1.0
1270,1.0,1.0,1.0
1271,1.0,0.0,0.0
1272,1.0,0.0,0.0
1273,1.0,0.0,0.0
1274,0.5,1.0,0.5
1275,0.0,1.0,0.0
1276,1.0,1.0,1.0
1277,0.5,0.0,0.0
1278,1.0,0.0,0.0
1279,0.0,0.0,0.0
1280,1.0,0.5,0.5
1281,1.0,1.0,0.0
1282,1.0,0.0,1.0
1283,0.625,0.375,0.625
1284,1.0,0.0,1.0
1285,1.0,0.0,1.0
1286,0.0,0.0,0.0
1287,1.0,1.0,1.0
1288,1.0,1.0,1.0
1289,1.0,1.0,1.0
1290,1.0,1.0,1.0
1291,0.0,0.0,0.0
1292,0.0,0.0,0.0
1293,0.0,0.0,0.0
1294,0.6978021978021978,0.38461538461538464,0.3516483516483517
1295,0.6739130434782609,0.35507246376811596,0.36231884057971014
1296,0.75,0.625,0.5
1297,1.0,0.0,0.0
1298,0.0,0.0,0.0
1299,0.5,0.5,0.5
1300,1.0,0.0,0.0
1301,0.0,1.0,1.0
1302,1.0,1.0,0.5
1303,1.0,1.0,0.0
1304,1.0,1.0,1.0
1305,1.0,1.0,1.0
1306,1.0,1.0,1.0
1307,1.0,1.0,1.0
1308,0.6,0.0,0.0
1309,0.3333333333333333,0.0,0.0
1310,0.0,0.0,0.0
1311,0.5,0.0,0.0
1312,0.0,0.0,0.0
1313,1.0,0.0,0.0
1314,1.0,0.0,0.0
1315,1.0,0.0,0.0
1316,1.0,0.0,0.0
1317,0.6086956521739131,0.34782608695652173,0.43478260869565216
1318,1.0,0.0,1.0
1319,1.0,1.0,1.0
1320,1.0,0.0,1.0
1321,0.0,0.0,0.0
1322,0.0,0.0,0.0
1323,0.0,0.0,0.0
1324,0.0,0.0,0.0
1325,0.0,0.0,0.0
1326,1.0,1.0,1.0
1327,1.0,1.0,1.0
1328,1.0,1.0,1.0
1329,0.75,0.375,0.375
1330,0.0,0.0,0.0
1331,1.0,1.0,0.0
1332,1.0,1.0,1.0
1333,0.75,0.25,0.5
1334,0.0,0.0,0.0
1335,1.0,0.3333333333333333,0.6666666666666666
1336,1.0,0.5,0.5
1337,1.0,0.0,0.0
1338,1.0,1.0,1.0
1339,1.0,0.0,1.0
1340,1.0,0.0,0.0
1341,0.6,0.2,0.2
1342,0.5,0.25,0.25
1343,0.0,0.0,0.0
1344,0.6666666666666666,0.3333333333333333,0.3333333333333333
1345,1.0,1.0,1.0
1346,0.5,0.0,0.0
1347,1.0,0.0,0.0
1348,0.0,0.0,0.0
1349,1.0,0.0,0.0
1350,0.0,0.5,0.5
1351,0.0,0.0,0.0
1352,0.0,1.0,1.0
1353,0.6,0.4,0.26666666666666666
1354,0.0,0.0,0.0
1355,1.0,1.0,0.5
1356,1.0,1.0,1.0
1357,1.0,1.0,0.0
1358,1.0,1.0,0.0
1359,0.0,0.0,0.0
1360,0.0,0.0,0.0
1361,1.0,1.0,1.0
1362,1.0,0.0,0.0
1363,1.0,1.0,1.0
1364,1.0,1.0,1.0
1365,1.0,1.0,1.0
1366,0.25,0.0,0.0
1367,1.0,0.0,0.0
1368,0.0,0.0,0.0
1369,0.0,0.0,0.0
1370,0.0,0.0,0.0
1371,0.0,0.0,0.0
1372,0.0,0.0,0.0
1373,1.0,0.0,0.0
1374,0.4782608695652174,0.30434782608695654,0.43478260869565216
1375,0.0,0.0,1.0
1376,1.0,0.0,0.0
1377,1.0,1.0,1.0
1378,1.0,1.0,1.0
1379,0.5,0.5,0.0
1380,0.0,0.0,0.0
1381,1.0,1.0,0.0
1382,0.3333333333333333,0.0,0.0
1383,0.0,0.0,0.0
1384,0.5,0.0,0.0
1385,0.0,0.0,0.0
1386,1.0,0.0,0.0
1387,0.5,0.3333333333333333,0.3333333333333333
1388,0.0,0.0,0.0
1389,0.0,0.0,0.0
1390,1.0,0.0,0.0
1391,0.6666666666666666,0.6666666666666666,0.6666666666666666
1392,0.0,0.0,0.0
1393,1.0,1.0,1.0
1394,1.0,1.0,1.0
1395,1.0,1.0,1.0
1396,0.4,0.2,0.6
1397,0.0,0.0,0.0
1398,0.0,0.0,1.0
1399,0.6666666666666666,0.3333333333333333,0.6666666666666666
1400,1.0,0.0,0.0
1401,0.5,0.5,1.0
1402,1.0,0.0,1.0
1403,0.0,1.0,1.0
1404,0.3333333333333333,0.3333333333333333,0.6666666666666666
1405,0.0,0.0,1.0
1406,0.5,0.5,0.5
1407,0.0,0.0,0.0
1408,1.0,1.0,1.0
1409,0.8571428571428571,0.39285714285714285,0.32142857142857145
1410,1.0,1.0,1.0
1411,1.0,0.5,1.0
1412,1.0,0.0,1.0
1413,1.0,1.0,1.0
1414,1.0,0.3333333333333333,0.6666666666666666
1415,1.0,0.0,1.0
1416,1.0,0.5,0.5
1417,1.0,1.0,1.0
1418,1.0,0.0,0.0
1419,1.0,0.5,0.0
1420,1.0,1.0,0.0
1421,1.0,0.3333333333333333,0.0
1422,1.0,0.5,0.0
1423,1.0,0.0,0.0
1424,1.0,1.0,0.0
1425,1.0,0.0,0.0
1426,0.5,0.0,0.0
1427,0.0,0.0,0.0
1428,1.0,0.0,0.0
1429,0.6,0.0,0.0
1430,0.0,0.0,0.0
1431,1.0,0.0,0.0
1432,0.5,0.0,0.0
1433,1.0,0.0,0.0
1434,0.0,0.0,0.0
1435,1.0,0.0,0.0
1436,0.75,0.25,0.25
1437,1.0,0.0,0.0
1438,0.6666666666666666,0.3333333333333333,0.3333333333333333
1439,0.0,0.0,0.0
1440,1.0,1.0,0.0
1441,1.0,0.0,1.0
1442,1.0,0.8333333333333334,0.5
1443,1.0,1.0,1.0
1444,1.0,0.8,0.4
1445,1.0,0.75,0.5
1446,1.0,1.0,0.0
1447,1.0,1.0,0.0
1448,1.0,0.5,1.0
1449,1.0,1.0,1.0
1450,1.0,0.0,1.0
1451,1.0,1.0,0.0
1452,1.0,0.0,0.0
1453,0.8333333333333334,0.3333333333333333,0.3333333333333333
1454,1.0,1.0,0.0
1455,1.0,0.0,0.0
1456,1.0,0.0,0.0
1457,1.0,0.0,0.0
1458,0.0,0.0,0.0
1459,1.0,0.0,1.0
1460,1.0,0.0,1.0
1461,1.0,0.0,1.0
1462,0.0,0.0,0.0
1463,1.0,1.0,1.0
1464,1.0,0.5,0.5
1465,1.0,1.0,1.0
1466,1.0,0.0,0.0
1467,1.0,0.5,0.0
1468,1.0,0.0,0.0
1469,1.0,1.0,0.0
1470,0.5714285714285714,0.14285714285714285,0.42857142857142855
1471,1.0,0.0,0.0
1472,1.0,0.0,0.0
1473,1.0,0.0,0.0
1474,0.0,0.0,0.0
1475,0.0,0.0,0.0
1476,0.0,0.0,0.0
1477,1.0,0.5,1.0
1478,1.0,0.0,1.0
1479,1.0,1.0,1.0
1480,0.0,0.0,1.0
1481,1.0,0.6666666666666666,0.3333333333333333
1482,1.0,0.0,0.0
1483,1.0,1.0,0.0
1484,1.0,1.0,0.0
1485,1.0,1.0,0.0
1486,1.0,0.6666666666666666,0.6666666666666666
1487,1.0,0.0,1.0
1488,1.0,1.0,0.5
1489,1.0,1.0,1.0
1490,1.0,1.0,0.0
1491,0.5454545454545454,0.2727272727272727,0.36363636363636365
1492,0.0,0.0,0.0
1493,0.0,0.0,0.0
1494,0.5,0.5,0.5
1495,0.0,0.0,0.0
1496,1.0,1.0,1.0
1497,1.0,1.0,1.0
1498,1.0,0.0,0.0
1499,1.0,0.0,0.0
1500,1.0,0.0,0.0
1501,0.0,0.5,0.0
1502,0.0,0.0,0.0
1503,0.0,1.0,0.0
1504,1.0,0.0,1.0
1505,1.0,0.0,1.0
1506,1.0,0.0,1.0
1507,0.7727272727272727,0.4772727272727273,0.3181818181818182
1508,1.0,0.5,1.0
1509,1.0,0.0,1.0
1510,1.0,1.0,1.0
1511,0.75,0.25,0.0
1512,0.0,0.0,0.0
1513,1.0,0.0,0.0
1514,1.0,0.5,0.0
1515,1.0,0.0,0.0
1516,1.0,1.0,0.0
1517,1.0,0.6666666666666666,0.6666666666666666
1518,1.0,0.0,0.0
1519,1.0,1.0,1.0
1520,1.0,1.0,1.0
1521,1.0,1.0,1.0
1522,0.7272727272727273,0.0,0.0
1523,1.0,0.0,0.0
1524,0.0,0.0,0.0
1525,1.0,0.0,0.0
1526,1.0,0.0,0.0
1527,1.0,0.0,0.0
1528,1.0,0.0,0.0
1529,1.0,0.0,0.0
1530,1.0,0.0,0.0
1531,1.0,0.0,0.0
1532,1.0,0.0,0.0
1533,1.0,0.0,0.0
1534,1.0,0.0,0.0
1535,0.0,0.0,0.0
1536,0.0,0.0,0.0
1537,0.0,0.0,0.0
1538,1.0,1.0,0.5
1539,1.0,1.0,0.0
1540,1.0,1.0,1.0
1541,0.0,0.6666666666666666,0.3333333333333333
1542,0.0,0.5,0.5
1543,0.0,1.0,1.0
1544,0.0,0.0,0.0
1545,0.0,1.0,0.0
1546,1.0,0.75,0.25
1547,1.0,0.5,0.0
1548,1.0,1.0,0.0
1549,1.0,0.0,0.0
1550,1.0,1.0,0.5
1551,1.0,1.0,0.0
1552,1.0,1.0,1.0
1553,0.8333333333333334,0.8333333333333334,0.5
1554,1.0,1.0,1.0
1555,1.0,1.0,0.0
1556,0.0,0.0,0.0
1557,1.0,1.0,0.0
1558,1.0,1.0,1.0
1559,1.0,1.0,1.0
1560,1.0,1.0,1.0
1561,0.7777777777777778,0.5555555555555556,0.4444444444444444
1562,1.0,1.0,0.0
1563,0.0,0.0,0.0
1564,0.0,0.0,0.0
1565,0.0,0.0,0.0
1566,1.0,0.5,0.5
1567,1.0,0.0,0.0
1568,1.0,1.0,1.0
1569,1.0,0.75,0.75
1570,1.0,1.0,1.0
1571,1.0,1.0,0.0
1572,1.0,0.5,1.0
1573,1.0,1.0,1.0
1574,1.0,0.0,1.0
