node,chatgpt-4o-latest,llama-3.1-405b-instruct,gpt-4o-2024-05-13,gemini-1.5-pro-exp-0801,claude-3-5-sonnet-20240620,gpt-4o-mini-2024-07-18,llama-3.1-70b-instruct,gpt-4-turbo-2024-04-09,athene-70b-0725,gpt-4o-2024-08-06,gemini-1.5-pro-api-0514,mistral-large-2407,llama-3-70b-instruct,yi-large-preview,gpt-4-1106-preview,gpt-4-0125-preview,deepseek-coder-v2-0724,gemma-2-9b-it-simpo,deepseek-v2-api-0628,glm-4-0520,claude-3-opus-20240229,yi-large,reka-core-20240722,gemini-1.5-flash-api-0514,gemma-2-27b-it,qwen2-72b-instruct,yi-1.5-34b-chat,dbrx-next,eureka-chatbot,deepseek-coder-v2,nemotron-4-340b-instruct,claude-3-sonnet-20240229,reka-core-20240501,llama-3-8b-instruct,gpt-4-0613,command-r-plus,reka-flash-20240722,llama-3.1-8b-instruct,gemma-2-9b-it,claude-3-haiku-20240307,mistral-large-2402,command-r,reka-flash-preview-20240611,phi-3-medium-4k-instruct,mixtral-8x22b-instruct-v0.1,mixtral-8x7b-instruct-v0.1,phi-3-small-8k-instruct,gpt-3.5-turbo-0125,gemma-2-2b-it,phi-3-mini-4k-instruct,phi-3-mini-4k-instruct-june-2024,codestral-2405,gemma-1.1-7b-it,dbrx-instruct-preview,snowflake-arctic-instruct
161,1100.5276299796885,1114.0,1133.6715253957036,1060.1844803070157,1171.090953964619,1088.3318575195108,1125.9168415267545,1241.5388344921764,996.8115234199676,1141.2107244511274,1164.3439240743155,1181.3941374149174,1086.7162225224629,1114.0,1114.0,1114.0,1114.0,1114.0,1087.7221199236533,1069.6424353703783,1123.9727112968308,1114.0,1114.0,1114.0,1131.2597487448143,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1171.4846557113228,1091.4915005872567,998.6881732974849,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,
162,1063.1480132414058,1114.0,1114.0,1114.0,1192.1896120055899,1114.0,915.7211789719345,1114.0,1114.0,1156.235908309813,1056.0826187880416,1300.6226686832154,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,
163,172.5548137414346,1114.0,1114.0,1114.0,292.96654418484695,1114.0,1114.0,1114.0,1114.0,1114.0,2876.478642073714,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,
165,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,1114.0,,1114.0,,,,
166,1114.0,1114.0,1114.0,1114.0,1125.3958335025618,1114.0,1114.0,1114.0,1114.0,1114.0,1025.8283131299222,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1190.775853367516,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,,,,1114.0
167,1114.0,1114.0,1114.0,1114.0,127.04702704662543,1114.0,1114.0,1114.0,1114.0,1114.0,3087.9060921304817,1114.0,127.04688082288726,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,,
168,1070.0288575784857,1175.1528660822623,1269.7712773584606,1114.0,1140.1464491513805,1198.4156278142955,1114.0,1059.4157720463174,1158.2423302690697,1114.0,1136.6020460500629,1102.6639212743971,1059.7196848526928,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1225.8450383685574,1114.0,1119.612691664136,1072.1497585115644,980.6603116453658,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1290.7469344906651,1114.0,1026.7524073654422,1114.0,1114.0,1020.0286299620177,1114.0,,1114.0,946.0453955148265,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,
169,1114.0,1114.0,1114.0,1114.0,1908.4129287289936,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,1908.412932367762,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,-474.82586109675526,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,
170,1114.0,1114.0,1114.0,1114.0,2398.7969514148017,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,-170.79695141480192,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,
172,1249.3523554741566,1114.0,1019.4473085604905,1114.0,1093.600245630201,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1093.600090335152,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,
173,1212.7448088166773,1038.22942282515,1201.4725415564137,1064.213765275364,1166.393895412542,1184.5779699594225,1027.926418568699,1105.7955235949332,1114.0,1114.0,1184.1112546382535,1114.0,1128.2234559868152,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1094.550130584488,1136.02844619405,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1139.78190303162,1114.0,1114.0,1114.0,1114.0,911.9504635555714,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0
174,1114.0,1055.1217205593339,1201.3579640462633,841.4791577587916,1174.4051702727463,1193.9726110384063,1114.0,1203.4597288178363,1114.0,1114.0,1189.263747788087,1114.0,1102.7736824808871,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1101.040149949288,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1077.1260672883604,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0
175,1076.3807681624976,1114.0,1147.685311905098,1114.0,1136.3647168507932,1114.0,1114.0,1085.450622052232,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1131.7757625053475,1114.0,1114.0,1058.2369931202775,1077.2509684749455,1114.0,1114.0,1114.0,,1205.3080451953217,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1251.1781121209135,1032.3078659052512,1052.0608337073222,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,,,,1114.0
176,1241.6954999655156,1180.0869005973368,1251.225277180852,1191.16389551715,1184.243187962803,1215.323107854593,1227.0447844209423,1158.0117524016948,1231.792060584623,1153.0167940299716,1219.2624658479272,1176.769099447325,1179.7909949464315,1150.4199827215841,1132.5409109619195,1170.183457459927,1230.7777919154278,1149.8235910312303,1184.318450194733,1196.255550839644,1168.5474794045213,1147.0630376754248,1141.5473199147586,1147.2613079014066,1185.969482035681,1135.9008239157233,1197.4870531461686,1149.8235910312303,1149.8235910312303,1085.261102973402,1160.7163029816377,1141.8997440491844,1099.285392666296,1150.7108628076276,1115.0270290915068,1153.8284387466065,1127.7400722690938,1121.7003970241703,1123.7552488760984,1161.893579285981,1162.3531555587242,1039.6884529632134,1130.8637288968448,1091.776857686992,1116.9697201652004,1114.0,1037.888337446242,1085.005955868417,1098.2676176128748,1149.8235910312303,1045.1769176671576,1061.7705705436779,1118.0780065052495,1149.8235910312303,1149.8235910312303
177,1199.9311358480018,1190.8974562072503,1245.0051616412886,1166.1562139874004,1172.8903583584506,1173.8755598324233,1206.850817608982,1160.7514531002685,1199.0774045444896,1157.7717801392591,1209.481741791384,1215.1629731700336,1199.2285073490336,1232.8480779188744,1063.94197103621,1183.0112535725355,1174.1146889149518,1142.4092850831967,1183.1002282152608,1169.815110312187,1181.805505084705,1195.8303234577481,1115.0612170091047,1141.7172477753736,1162.4326179336304,1125.5783983067313,1205.6936603731035,1142.4092850831967,1142.4092850831967,1034.8304267231274,1197.6945280856035,1069.9339851108643,1096.360051182553,1121.7432610006394,1099.1763414684303,1176.615073826262,1117.6530690861582,1112.8017184045348,1094.5501971962444,1155.4102975890441,1149.3051034398868,1033.46053664305,1126.1366135065477,1102.9886614824431,1108.6589489377436,1114.0,1098.03322045705,1017.1483362842014,1083.1659929975413,1142.4092850831967,1029.493532014357,1142.4092850831967,1064.4549250684763,,1142.4092850831967
178,1144.3066531459071,1139.3535275924473,1195.6245435225192,1129.2871531607234,1130.7985505385582,1138.8004232552364,1179.2309831711812,1122.2895262723866,1205.5956373926772,1132.226135651324,1190.5814669930724,1168.8166604578832,1166.3141409668558,1216.4285638542456,1023.6426568441776,1156.7686724323949,1114.0,1114.0,1065.740735456754,1114.0,1122.2807080114485,1082.2666105910118,1053.6518294634097,1090.1970005523629,1115.9493740080136,1129.4876498394608,1162.4676216913688,1114.0,1114.0,1017.2508020830593,1198.281664870202,1091.3713540035533,991.8384865387364,1129.5989315065403,1096.527854820889,1186.945100487864,1094.8298810588494,1012.3920275074081,1014.7609757812196,1173.9745515237787,1113.3379085356146,1030.9743219081415,1173.8552801869994,1051.7571050516945,965.6253326160356,1114.0,1114.0,1114.0,1068.5715966539938,1114.0,1114.0,1114.0,1114.0,,
179,1000.0,828.9367394912591,1000.0,1000.0,1004.8901690835507,1095.1863341258709,1000.0,1000.0,1000.0,1050.739303972217,1083.0233914893936,1000.0,1000.0,1000.0,1000.0,1237.0037595042584,1000.0,,1000.0,1000.0,1000.0,1000.0,863.3619518944788,1043.6299837958063,1000.0,986.1119241869222,,1000.0,1000.0,1000.0,1000.0,1000.0,814.0411484359377,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,993.0752940203057,1000.0,,,,1000.0,1000.0,1000.0,,,,
180,1114.0,2411.810469201644,2312.072031536513,2181.2023272882566,2141.8669623245314,-1515.8678957528405,1114.0,1114.0,1114.0,1114.0,2305.2150788374247,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,2471.7584478899917,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-4986.432518061293,2704.3750967357773,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,
181,1114.0,2652.2606744372406,2363.7459010794228,2251.077898502971,2161.5892873654852,-1539.7786812049344,1114.0,1114.0,1114.0,1114.0,2346.7421929261127,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,2302.9884907262194,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-5112.191382939278,2599.5656191067587,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,1114.0,,,
182,1114.0,1114.0,1114.0,1114.0,2398.7969514148017,-170.79695141480192,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,1114.0,,,
183,1204.7784298965662,1153.075333339993,1283.9952668763128,1174.6129966252363,1125.7150576015902,1173.9034259360956,1182.4423262686703,1242.9486835090534,1179.092309138456,1185.7948656823858,1194.8112600989145,1054.0166372613514,1204.720817839086,1114.0,1164.938162710921,1139.1614606457163,1114.0,1114.0,1030.739813846252,1114.0,1094.9124881374146,1114.0,1114.0,1151.9564997041944,980.888028484135,1114.0,1114.0,,1114.0,1037.3545361635315,1196.8168738776153,856.9399929328342,1051.684744361366,1134.3070603287206,1084.296663717304,1114.0,1114.0,915.4431155310483,998.5045385501242,1114.0,1114.0,1069.117294327729,1151.288082249453,1114.0,1114.0,1114.0,1114.0,1114.0,1001.7432343579292,,1114.0,1114.0,1114.0,,
185,-1539.0319089229743,1000.0,1726.4889260572781,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1634.7578296662791,1000.0,1543.0268851988828,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1634.7582680002201,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,,1000.0,,
186,-1271.8191729984665,1000.0,1757.2735820458631,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1830.1677691663901,1000.0,1684.377821786205,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,,1000.0,,
187,1000.0,1471.9770090265192,1000.0,1451.4380551186266,1418.8537131208764,1000.0,1000.0,1000.0,1000.0,1000.0,1512.998483549762,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1227.143759609006,1000.0,1000.0,1000.0,1346.2024483712262,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1451.4405101994578,1000.0,1000.0,1000.0,1277.9200531742933,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,-2157.9740321697705,,1000.0,1000.0,,,
188,1000.0,1023.9053102839974,1000.0,1000.0,920.6624345302002,1000.0,1000.0,1000.0,1000.0,1000.0,1061.3857759081052,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,981.8451991290851,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1012.2012801486119,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,1000.0,,1000.0,1000.0,,,
189,1000.0,1029.5798258288082,1000.0,1000.0,940.8403531839649,1000.0,1000.0,1000.0,1000.0,1000.0,1029.5798209872269,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,1000.0,,1000.0,1000.0,,,
190,1204.4262461979442,1197.5346590056083,1213.9506175591814,1137.7447071541187,1122.2013164429648,1126.7413959969206,1164.374800601604,1101.6717821093234,1105.2906259526862,1112.9553370677827,1139.9879749711226,1112.9553370677827,1195.6379428468913,1177.2564573063942,1030.4423235160225,1096.459392282254,1112.9553370677827,1112.9553370677827,1197.249890122041,1153.0793220382648,1169.9320601755135,1112.9553370677827,1112.0860806142734,1129.4104216278367,1142.1216565815926,1068.1862700061201,1112.9553370677827,,1112.9553370677827,940.0332196283124,1112.9553370677827,1027.4767354279888,1139.29430190326,1087.0813525799695,1112.9553370677827,1035.9424222413809,1112.9553370677827,1135.678400615743,1099.780361014036,1051.8447759896703,1112.9553370677827,1112.9553370677827,1018.5563759843213,1067.45081509519,1215.7526235250634,1114.0,1112.9553370677827,1112.9553370677827,1046.7300345237427,1112.9553370677827,988.0294357350341,1112.9553370677827,1112.9553370677827,,1112.9553370677827
191,1114.0,1114.0,836.3782148351934,785.0371681516925,686.1197696813983,1114.0,1114.0,721.0658325653817,1078.9233361171582,1114.0,603.752890061938,1114.0,777.7837712256699,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,916.2084914296656,1114.0,1114.0,,1114.0,1114.0,1114.0,766.263115642691,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,866.2566314958659,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,4216.210778793349,,1114.0,,1114.0
193,1065.827734906799,1071.9834470112783,1115.5127375762752,1022.2946643345291,1002.5633909492173,1026.7939889743852,1080.061720246313,1008.1349300697277,967.4875197376317,1023.0700004571245,1069.997932622848,1023.0700004571245,1131.968257522042,1023.0700004571245,1023.0700004571245,957.5890651017442,1023.0700004571245,1023.0700004571245,1089.2513028197347,1023.0700004571245,1088.977349772592,1023.0700004571245,1023.0700004571245,1083.4028517900042,1038.3526057275335,964.6985900966312,1023.0700004571245,,1023.0700004571245,876.6011685504741,1023.0700004571245,1023.0700004571245,980.2526240726891,1009.2038808611117,1023.0700004571245,920.5828838742802,1023.0700004571245,1023.0700004571245,957.4656418391392,967.0915822320728,1023.0700004571245,1023.0700004571245,898.1864116516648,965.3498949694567,1194.5597797713438,1114.0,1023.0700004571245,1023.0700004571245,977.7680557179672,1023.0700004571245,1023.0700004571245,1023.0700004571245,1023.0700004571245,,
196,1000.0,1000.0,1000.0,1000.0,402.2273575613244,1000.0,1000.0,1000.0,1000.0,1000.0,601.1056207793864,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1009.877041626802,1000.0,,1000.0,693.6957155680959,329.3272581160536,1000.0,,1000.0,759.9924943643703,1000.0,1000.0,378.00804520530664,3825.7664667786544,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,
197,1000.0,1000.0,1000.0,1000.0,-284.7969514148019,1000.0,1000.0,1000.0,1000.0,1000.0,2284.7969514148017,1000.0,1000.0,,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,,,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,,1000.0,,,,,,1000.0,,
198,1114.0,1114.0,1018.5757477603685,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1209.4242522396316,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,,1114.0,,
201,1235.5004758052455,1089.3050823544347,1204.2332875828101,1166.1378955840198,1142.1779275995366,1214.050519031039,1199.4643815001753,1091.7785382211036,1212.1495297644246,1059.1597959282292,1177.0578981148471,1021.5706842139468,1098.5627478468791,1114.0,1163.5353313140604,1043.875303861737,1234.249641582844,1114.0,1131.590015038645,1253.8596336901194,1108.1185193492047,1035.6351153035744,1124.5115115673125,1089.9026557144143,1163.4081932122447,1091.8259660881454,1087.434998846278,1114.0,1114.0,1117.5904889827798,1010.5212474814516,1191.9209973047994,1039.4639970174771,1180.9144989398462,1067.6293046006717,1067.5951242597855,1081.0377478875112,1078.416049691562,1120.458365564443,1102.3200925720244,1114.5830032893418,1114.0,1079.656918826981,998.6777318640605,1070.75764625298,1114.0,1114.0,1042.195699261602,1063.903529574126,1114.0,1000.8690579846843,1148.3928495286007,1114.0,1114.0,1114.0
206,1114.0,1114.0,1114.0,1114.0,337.06749811029647,1114.0,1114.0,1114.0,,,3860.8329014105148,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0,1114.0,1114.0,237.9153702745839,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,20.18423020461705,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,
207,1173.319233566434,1081.3552820447928,1229.7277865016015,1205.0822762704843,1072.7757202876394,1074.2831320907226,1119.3253702360507,1138.3237554576751,1288.0131273863283,998.9387550908862,1114.0,1076.1211367358378,1081.7248528944856,1114.0,1036.001803784733,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1074.653770458291,1105.4837565613307,1098.7407264443846,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1103.3652236615924,1114.0,1123.6135113843684,1158.1927796220361,1166.3780462114341,1068.2623020950914,1114.0,1114.0,1034.3176512137998,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,
208,1000.0,1000.0,5456.884446771169,905.1487186547022,714.3002156808226,1000.0,1000.0,1000.0,-2980.90926927081,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,714.3003277429257,-2980.9093460050503,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,5456.884446771169,1000.0,714.3004596550634,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,,,1000.0,
209,1000.0,1000.0,1000.0,1000.0,-224.59091126062026,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,2224.5909112606205,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,1000.0,,,,,1000.0,
210,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,,,1000.0,1000.0,,,,,,
211,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,,,1000.0,1000.0,,,,,,
212,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,,,1000.0,1000.0,,,,,,
214,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,,
215,1114.0,1114.0,1114.0,1114.0,1141.3960951933113,1114.0,1114.0,1114.0,1114.0,1114.0,1174.6247665657236,1114.0,1087.2539712406394,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,987.8604365561741,1045.8853135255943,1114.0,1036.0380336075932,1226.0872031858587,1122.280619804285,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1290.8341112129021,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1027.739449107918,1114.0,,,
216,1114.0,1114.0,1114.0,1114.0,1029.8447598582848,1114.0,1114.0,1114.0,1114.0,1114.0,1137.4872944325218,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1051.2738432122778,1278.6911068505854,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1072.7029956463302,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,
217,1000.0,1000.0,1000.0,1000.0,955.6302592674341,1000.0,1000.0,1000.0,1000.0,,1044.369740732566,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,1000.0,1000.0,,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,,,,1000.0,,1000.0,1000.0,,,
218,1114.0,1114.0,-110.59091126062026,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,2338.5909112606205,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,
