node,depth,chatgpt-4o-latest,gpt-4-1106-preview,gemini-1.5-pro-exp-0801,gpt-4o-mini-2024-07-18,gemma-2-9b-it-simpo,gpt-4o-2024-08-06,gpt-4o-2024-05-13,llama-3.1-405b-instruct,llama-3-70b-instruct,llama-3.1-70b-instruct,gpt-4-turbo-2024-04-09,athene-70b-0725,gemini-1.5-pro-api-0514,mistral-large-2407,yi-large-preview,claude-3-5-sonnet-20240620,gpt-4-0125-preview,gemini-1.5-flash-api-0514,reka-core-20240722,claude-3-opus-20240229,gemma-2-27b-it,deepseek-coder-v2-0724,command-r-plus,gpt-4-0613,dbrx-next,eureka-chatbot,deepseek-v2-api-0628,llama-3-8b-instruct,reka-flash-20240722,gemma-2-9b-it,dbrx-instruct-preview,command-r,llama-3.1-8b-instruct,qwen2-72b-instruct,mistral-large-2402,glm-4-0520,nemotron-4-340b-instruct,claude-3-haiku-20240307,yi-large,mixtral-8x22b-instruct-v0.1,reka-flash-preview-20240611,claude-3-sonnet-20240229,reka-core-20240501,yi-1.5-34b-chat,gemma-2-2b-it,gpt-3.5-turbo-0125,mixtral-8x7b-instruct-v0.1,phi-3-medium-4k-instruct,phi-3-small-8k-instruct,gemma-1.1-7b-it,deepseek-coder-v2,codestral-2405,snowflake-arctic-instruct,phi-3-mini-4k-instruct,phi-3-mini-4k-instruct-june-2024
74,3,1319.8494682283379,1232.6507567502144,1312.115044126119,1251.677109680238,1218.9556435866482,1225.3409267337993,1288.9070549401054,1286.7528500300878,1250.4683987130759,1303.8220757856175,1253.8670055069283,1319.3577593331881,1223.7989962229333,1205.4324846472464,1216.9528757930475,1269.0467127483096,1200.8437610308379,1219.0608143237982,1209.9481109560375,1246.2462065968805,1193.743304408273,1119.2925617068727,1255.39945534315,1125.2649407603428,1218.9556435866482,1218.9556435866482,1218.4987487797896,1237.8787760128148,1180.9217340610367,1208.6626680338295,1218.9556435866482,1218.9556435866482,1262.287453717805,1170.1408188476407,1107.4717963297394,1305.2239598302933,1251.7904273383888,1169.0941488525455,1181.1860322020739,1321.3924346393346,1262.2743764416723,1332.5671302305577,1225.3969892431646,1147.671713790588,1139.7118564018106,1200.8850662286577,1114.0,1063.7606978363592,1204.154785163866,1218.9556435866482,1155.9817629384497,1218.9556435866482,,1218.9556435866482,1081.1675536999587
75,4,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,731.5194347160302,671.4130394844511,1114.0,986.8569180812356,1114.0,1114.0,1114.0,1114.0,1004.0088682952065,1114.0,-2457.4030531533754,1114.0,1114.0,1221.9082171901623,1114.0,1190.64945674498,1114.0,1114.0,1114.0,1114.0,5563.047118641292,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0
76,4,1211.6110257480386,1358.6010375222368,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1139.4632781639323,878.7185931205626,1114.0,1141.8918417874388,1114.0,1114.0,1266.9913186276817,1114.0,1114.0,1114.0,1114.0,884.9594112615943,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1067.319692081871,,1114.0,1114.0,1043.3568071108639,1114.0,1114.0,1114.0,1147.0869945757802,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0
77,4,1114.0,1114.0,988.2754673287296,1102.3025703131716,,1114.0,1089.8107512555216,1208.8208233966616,1171.066409627205,1114.0,941.0143260062877,1114.0,1193.801400822042,1123.899883809274,1114.0,1223.9467130063015,1114.0,1111.3783796117787,1114.0,1114.0,885.7222119622793,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1301.4547742982834,1114.0,1235.1303163408938,,1114.0,1114.0,992.5528913347292,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1140.8230808868407,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0
78,4,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1018.5757477603685,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1209.4242522396316,,1114.0,,1114.0,1114.0,,1114.0,1114.0,,,1114.0,1114.0,,1114.0,,,1114.0,1114.0,,,,1114.0,1114.0,1114.0,,,,,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,,1114.0
79,4,1114.0,1114.0,-6.15330230412178,1114.0,,1114.0,1114.0,1114.0,125.23077401863407,1114.0,1114.0,1114.0,1114.0,256.6157177219128,1114.0,1114.0,1114.0,1114.0,1114.0,4080.3068105638317,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,,1114.0
80,4,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,982.615910224738,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1245.384089775262,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,,1114.0,,,,1114.0
81,4,1114.0,1114.0,1114.0,1281.0471918453734,1114.0,1073.6623204115822,1114.0,1160.7456270268508,1193.878699892928,1114.0,1133.490519046155,1114.0,1161.038590247687,1114.0,1114.0,1069.1336866842335,1114.0,1114.0,1114.0,1114.0,1020.5334981468816,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,872.5675952480437,,1114.0,1114.0,1258.3887874264753,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1029.5134840237897,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0
82,4,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0
83,4,1114.0,1114.0,1114.0,1114.0,,1114.0,1858.2606084740378,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1858.260554854488,1114.0,1114.0,,1114.0,-374.5211633285264,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,,,,1114.0
84,4,1114.0,1114.0,745.5697755279091,794.7990717582622,,771.6809825527912,816.2354232788082,568.3115625871892,4316.492898471522,1114.0,1114.0,1114.0,555.3927116913196,1114.0,1114.0,685.3890943924798,1114.0,1114.0,1114.0,1114.0,772.1284797397223,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,1114.0,1114.0
85,4,-1962.720382137129,1114.0,1114.0,,,1114.0,1114.0,2983.566284752198,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,451.58781263273215,1114.0,1114.0,,1114.0,2983.566284752198,1114.0,1114.0,1114.0,,,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,,,,1114.0,,,
86,4,1114.0,,1234.9947308357778,1114.0,1114.0,1180.1876194185043,1021.606851649777,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1112.2414976180562,1114.0,1114.0,1114.0,1165.5227731408477,975.6149930764227,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1107.8315342606145,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,
87,4,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-170.79695141480192,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,2398.7969514148017,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,,,1114.0,,,
88,4,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,2398.7969514148017,1114.0,1114.0,1114.0,-170.79695141480192,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,,,,1114.0,,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,,1114.0,,,1114.0,,,1114.0
89,4,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,939.8425473919592,1000.0,1000.0,1000.0,1000.0,984.5770262596459,1000.0,1075.580426348395,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,,1000.0,,,,1000.0
90,4,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,2398.7969514148017,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,-170.79695141480192,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,,,,,,,1114.0
91,4,1000.0,1000.0,2222.6753805168782,1000.0,,1000.0,2222.675380697224,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-222.68173427658348,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,-222.66902693752127,1000.0,1000.0,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,,,,,,1000.0,,,1000.0,
92,4,1007.9164959467433,1114.0,1114.0,1049.4954647733537,1114.0,1032.8991236078723,1148.706739020605,1067.7480818475747,1193.139941816858,1114.0,1114.0,1161.9741315784195,1153.6158274297534,1208.1188572695912,1114.0,1036.2913479619856,1114.0,1075.918232553442,1114.0,1002.7162022427931,1185.0659005941884,1114.0,1114.0,1114.0,1114.0,1114.0,1074.9705921599266,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1144.3224206272635,1230.4947373030052,1114.0,1114.0,1164.6059032666249,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0
93,4,1102.4723494893951,1153.899598089361,1117.8719350173492,1096.5717685499667,1114.0,1114.0,1147.9149323750835,1151.7344632376662,1084.5545521418958,1161.062231991772,1151.4603091045808,937.9250442191804,1061.7479651260542,1178.1536847961022,1107.850157847434,1155.914997307035,1174.5144011194466,1096.2592942449073,1114.0,1110.196349569901,1082.0024736271926,1114.0,1096.013192548546,1114.0,1114.0,1114.0,1063.6339102772872,1032.5139380148105,1264.4169490438276,1159.1999903050291,,1114.0,1046.4378654981995,1114.0,1114.0,1114.9157600362032,1114.0,1068.3776023680884,1114.0,1114.0,1323.3896798951455,1161.0667860658561,1165.31247744071,1099.995813672941,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1008.8964874758537,1114.0,,1114.0,971.7230395031793
94,4,1119.6400702296867,1066.7730082801004,1064.5632680157455,994.3392790242692,1066.7730082801004,1038.4565165766421,1037.8400369928233,979.3041077234967,1176.8364150381674,1224.0549020167587,1233.5659237721645,1066.7730082801004,975.1357732610568,954.4772573255146,1066.7730082801004,881.2840935397932,1066.7730082801004,977.6508927043942,1066.7730082801004,1066.7730082801004,997.3407868431625,1066.7730082801004,1066.7730082801004,1066.7730082801004,1066.7730082801004,1066.7730082801004,1146.4796083076976,1066.7730082801004,1066.7730082801004,1116.7391299245971,,1099.8764302634377,1064.9017882780736,1066.7730082801004,1066.7730082801004,1066.7730082801004,1148.6129241301057,1066.7730082801004,1066.7730082801004,1066.7730082801004,1057.1339699145208,1066.7730082801004,1066.7730082801004,1066.7730082801004,1066.7730082801004,1066.7730082801004,1114.0,1066.7730082801004,1066.7730082801004,1066.7730082801004,1066.7730082801004,1066.7730082801004,,1066.7730082801004,1066.7730082801004
95,4,1174.9632921875568,1114.0,1273.3415251318147,1114.0,1114.0,1108.7863967030241,1124.580516860733,1195.1561242587654,1191.051011739251,1165.4315170411749,1172.521399740021,1174.1377168184777,1153.357423524044,1127.577715349562,1114.0,1134.4106548138438,875.7314390922536,982.3557187014126,1114.0,1017.8889360497002,1130.952063102482,1114.0,1044.5098911365362,1114.0,1114.0,1114.0,1149.213627773008,1118.8163473982056,1020.7634871156378,1074.565141445807,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1079.7183290261041,1124.2460040334358,1051.879988756174,1114.0,1114.0,1184.0437322009743,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0
96,4,1171.17465641022,1293.224902795004,1203.0178058302527,1207.788846378951,1114.0,1114.0,1124.5172154614015,1157.0463245470164,1210.714774223699,1129.6283594656643,1277.494147764008,1114.0,1186.5891518081498,1114.0,1219.3269315285938,1125.8743453760235,1114.0,1073.1485380786448,1114.0,1106.7556061282671,1089.8041126304963,1114.0,1114.0,1087.1008212268362,,1114.0,1159.9823260962175,1123.4396126421425,1114.0,1107.5521091702608,1114.0,1011.0782192263202,1114.0,999.2784497591452,1069.457868316547,1114.0,1066.3269803481646,1078.0387769078852,1114.0,954.0268242234291,1150.7925643460583,1070.4891213267551,1114.0,1114.0,1100.858984340242,990.3386087126873,1114.0,1114.0,1114.0,,1022.5534881908385,1114.0,,1114.0,966.5795267400786
97,4,1182.5598652250053,1130.306112690897,1096.623525436032,1215.087126719423,1114.0,1117.3212437348025,1098.0663360302083,1182.6339774613625,1146.413425628295,1150.678857866408,1149.639036826831,1175.9185020919351,1135.2370662130984,1146.746581265593,1114.0,1106.8189620422759,1175.9166418212408,1143.1758434596284,1042.2820599626384,1047.2001701584672,1127.7091720858043,1120.3540339408587,1123.4153590010696,1114.0,1114.0,1114.0,1077.9704614853417,1148.7773921226983,1114.0,1119.5287419370602,1114.0,1114.0,1073.4108793656408,1142.6879139329933,1114.0,1114.0,1013.9515540652616,1115.487828311212,1048.4733252312108,1081.39863687252,1084.3677142158092,1030.303997079137,1098.7214115642898,1114.0,1160.5132976926702,1114.0,1114.0,1139.0181663913847,1114.0,1114.0,955.2847800708964,,,,1114.0
98,4,1271.0372977073027,1172.3336202366254,1275.9610487843142,1324.8631186304262,1172.3336202366254,1152.4429420161296,1116.533351207524,1313.2257550858085,1350.4439013908866,1177.0905803145283,1132.441635187789,1236.6395792151225,1180.5541809132744,1227.543666145106,1327.906647750712,1088.4864003620871,1172.3336202366254,1164.829147486335,1189.1127513679655,1037.543867494606,1225.0338421141767,1172.3336202366254,1206.2721742453232,1099.567204292894,1172.3336202366254,1172.3336202366254,1216.5545402198818,1186.8282974265517,1172.3336202366254,1192.730821717275,,1172.3336202366254,1255.305404752321,1047.7013842221259,1172.3336202366254,1172.3336202366254,1084.7601939614085,1095.016141666534,1172.3336202366254,1302.2644339065037,1172.3336202366254,1073.1016853886047,1032.4274133054091,1106.0248371161813,1162.4630910593432,1172.3336202366254,1114.0,1172.3336202366254,1172.3336202366254,,1095.2734236358715,1172.3336202366254,,1172.3336202366254,969.6959481915661
99,4,814.2498021857907,1114.0,1261.336714574597,1114.0,,1260.3623791336388,1114.0,1312.642560620583,1095.186232680251,1114.0,1114.0,1114.0,1030.0048709654568,1114.0,1114.0,851.7148884104001,1114.0,1286.5025514292822,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0
100,4,1114.0,1114.0,1114.0,1114.0,,1114.0,2398.7969514148017,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,-170.79695141480192,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,1114.0,1114.0
101,4,1000.0,-2672.0868928495156,1000.0,2007.8301389509938,,1000.0,1571.5548740598983,1000.0,2174.8529840300253,1000.0,1000.0,1000.0,1000.0,1000.0,1753.4053301858198,1000.0,1804.8850407273833,1000.0,1000.0,1825.8818476200959,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,2046.5377747352188,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,-1512.8610974599387,1000.0,,,1000.0
102,4,1114.0,,1114.0,1114.0,,1114.0,1158.369740732566,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1069.6302592674342,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,,,,,1114.0
103,4,1114.0,,1114.0,1114.0,,1114.0,1335.4674869929856,995.5612099680478,1114.0,1114.0,1114.0,1114.0,1331.8959675973806,1114.0,1114.0,1047.9874275485315,1114.0,1114.0,1114.0,977.5265814902093,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,995.5613264028453,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0
104,4,1000.0,1000.0,1540.0107690258565,1000.0,1000.0,1000.0,1426.091729991844,1833.372118445159,1000.0,1000.0,1000.0,1000.0,1222.9587926042923,1000.0,1000.0,1488.934352331984,1000.0,1682.9190332758428,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1243.0814987719705,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,-2437.368294446952,1000.0,1000.0,1000.0,,1000.0,,1000.0,1000.0,,,1000.0,1000.0
105,4,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,-3661.1301436424465,3740.002140367216,1000.0,3740.0011575021385,1000.0,1000.0,1000.0,1000.0,181.12684577236428,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,,1000.0,1000.0,,,,1000.0
106,4,1114.0,1114.0,1114.0,461.8465519130459,,1114.0,483.0039711558436,1114.0,391.53250667815325,1114.0,4113.79264895624,1114.0,569.13838123657,1114.0,1114.0,537.3122824664437,1114.0,382.3818546538007,1114.0,411.82626484743025,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,319.35852087593275,1114.0,470.01372742022113,,1114.0,1114.0,4113.7932897963165,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0
107,4,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0,1114.0,1114.0,,1114.0,1114.0,,1114.0,1114.0,,,1114.0,,1114.0,,,,,1114.0,
108,4,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1163.1912220512172,1114.0,1114.0,1114.0,1114.0,1114.0,1227.2224129257374,1114.0,,1099.1599872893696,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,,1114.0,1114.0,1114.0,1114.0,966.4263777336756,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0
109,4,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1368.3370372043153,1114.0,1114.0,1114.0,1114.0,1114.0,967.9869374624957,1114.0,1114.0,1125.2852606442807,1114.0,994.3907646889081,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,,,1114.0
110,4,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,2284.7969514148017,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,,,1000.0,-284.7969514148019,,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,,,1000.0,1000.0,,,,,1000.0,,,,,1000.0,
111,4,995.1438227740656,1000.0,1212.873610399964,1000.0,,1000.0,895.9912834129852,1000.0,1000.0,1000.0,1000.0,1000.0,895.9912834129852,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,,,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,,1000.0,,,1000.0,1000.0,,1000.0,1000.0,,,1000.0,,,1000.0
112,4,1134.8376965559012,1000.0,857.5083521153558,1000.0,1000.0,1139.475974333268,1000.0,1000.0,948.1080763310935,1069.0223389037185,909.6737054112655,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,862.6707171575658,1000.0,,1000.0,1078.703139191832,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,,,1000.0,,,1000.0,1000.0
113,4,1000.0,1000.0,1000.0,1000.0,,-284.7969514148019,1000.0,1000.0,1000.0,2284.7969514148017,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,,1000.0,,1000.0,1000.0,,,,1000.0
114,4,1794.4129287289848,1000.0,1000.0,1000.0,,-588.8258610967368,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1794.4129323677535,1000.0,1000.0,,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,,,1000.0
115,4,1363.7284761748313,1114.0,1026.7551176757302,1114.0,,1114.0,1012.7207572131357,1114.0,1052.6308586440305,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1256.1899802585458,1114.0,1137.421004605726,1256.1903138386333,1171.6349712525707,1003.7034368290008,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,979.2203186936322,1014.3921384116096,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1093.412626402554,,,,1114.0
116,4,1114.0,1114.0,1114.0,1114.0,,1114.0,1007.0352415103672,1114.0,1114.0,1114.0,1301.8933322696587,1114.0,1065.962286679247,1114.0,1114.0,1180.4790844772758,1114.0,1114.0,,853.3944780025067,1093.7574488927678,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1295.4781281681767,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0
117,4,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,,1000.0,1000.0,,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,1000.0,,1000.0,,1000.0,,1000.0,,,1000.0
118,4,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,983.7426693377145,1078.4467286430047,1188.2736322141538,1154.1270561932704,816.5502651765726,1114.0,1043.1553079374573,1114.0,1114.0,1143.7837651546624,1114.0,1350.673337773932,1114.0,1114.0,1142.2747338392066,1114.0,1114.0,1114.0,,1114.0,1114.0,1238.9725037300252,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,,,,1114.0
119,4,1114.0,1114.0,1173.8415306986424,1114.0,,1114.0,1114.0,1030.2991957687852,1192.1229549455159,1114.0,1114.0,1114.0,961.836210531924,1077.5406181089088,1114.0,1210.4064109854714,1114.0,1114.0,1114.0,1151.9530789607522,1114.0,,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,1114.0,,1114.0
