,size,depth,capability,distinction,kendall_tau
187,137,4,"Analyzing and optimizing complex systems, structures, and relationships for informed reasoning and interpretation across diverse contexts.",System optimization and relationship interpretation,0.8708885300515858
188,61,5,Analyzing complex systems and specialized terminology for informed problem-solving and historical categorization.,Informed problem-solving and historical categorization,0.8713275563552997
189,59,6,Analyzing and interpreting complex systems and phenomena through critical reasoning and expert knowledge for informed problem-solving.,Interpreting complex systems through critical reasoning and expert knowledge,0.8752421615066714
190,180,4,Analyzing and evaluating complex logical structures and relationships through systematic reasoning and critical analysis.,Logical structure evaluation and analysis,0.868147267126657
191,53,5,"Engaging in comprehensive logical analysis and reasoning to derive, evaluate, and interpret complex relationships and implications across various logical structures.",Comprehensive logical analysis and interpretation,0.8028783680198296
192,74,4,Analyzing and synthesizing advanced mathematical structures and properties through rigorous reasoning and logical application.,Advanced mathematical analysis and synthesis,0.7338179047746632
193,991,3,"Integrating and analyzing complex biological, chemical, and genetic systems for expert-level problem-solving and reasoning.",Integrating complex biological and chemical systems for expert problem-solving.,0.8960595172077029
194,229,4,"Analyzing and synthesizing complex genetic information to evaluate mutations, inheritance patterns, evolutionary dynamics, and reproductive mechanisms.",Assessing genetic mutations and inheritance patterns,0.8948802016534799
195,70,5,Analyzing and synthesizing genetic inheritance patterns to evaluate health implications and predict phenotypic outcomes.,Genetic inheritance patterns and phenotypic predictions,0.8069740879002414
196,59,6,"Analyzing and interpreting genetic inheritance patterns to evaluate, predict, and apply implications for health and phenotypic outcomes.",Health implications and phenotypic prediction from genetics,0.7758300377459055
197,493,4,Integrating and analyzing complex biological and chemical systems for expert-level problem-solving and reasoning.,Solving biological and chemical system challenges,0.8897108420551758
198,416,5,Integrating and analyzing complex biological systems and processes for innovative problem-solving and expert-level reasoning in health and metabolic dynamics.,Biological system integration and health problem-solving,0.8800521997987024
199,68,6,Integrating and analyzing advanced biological methodologies for comprehensive understanding of cellular and molecular processes across diverse organisms.,Comprehensive cellular and molecular process understanding across organisms,0.863765279821666
200,58,6,Analyzing and synthesizing metabolic and physiological interactions to optimize energy utilization and health outcomes.,Optimizing energy utilization via metabolic interaction analysis,0.8188633546099894
201,120,6,Analyzing and synthesizing complex biological systems and processes for evaluating metabolic and transport mechanisms.,Evaluating metabolic and transport mechanisms in biological systems,0.8681079026173414
202,118,7,"Analyzing and synthesizing complex biochemical pathways and interactions to evaluate metabolic processes, regulatory mechanisms, and energy dynamics in biological systems.",Biochemical pathways and metabolic process evaluation,0.8666854680003684
203,58,6,Analyzing and synthesizing complex biological information and processes for critical reasoning and innovative problem-solving.,Critical reasoning in biological information synthesis,0.8390240490750484
204,55,6,Integrating and analyzing complex biological systems and interactions to understand health mechanisms and regulatory processes.,Understanding health mechanisms through biological system integration,0.8178336167117692
205,77,5,"Analyzing and evaluating complex chemical interactions, properties, and techniques for expert-level identification and characterization.",Chemical interaction analysis and characterization,0.8596465488345703
206,269,4,"Integrating and analyzing complex scientific, biological, and ecological data to evaluate relationships, adaptations, and interactions among organisms and their environments.",Evaluating ecological relationships and interactions,0.8685755577025964
207,146,5,Integrating and analyzing complex biological and evolutionary data to evaluate relationships and adaptations across diverse species.,Evaluating relationships and adaptations across species.,0.8573276369800247
208,51,6,Integrating and analyzing complex biological systems and interrelations across diverse organisms and environmental contexts.,Integrating biological systems and interrelations in diverse environments,0.8384869894735723
209,71,6,"Analyzing and synthesizing complex evolutionary, biological, and archaeological data to infer relationships, adaptations, and mechanisms across species.",Inferring relationships and adaptations from evolutionary and biological data,0.8283141826969568
210,75,5,Integrating analytical and evaluative techniques to assess ecological interactions and organism adaptations in response to environmental challenges.,Assessing ecological interactions and organism adaptations.,0.8506632435399231
211,62,6,Integrating analytical techniques to evaluate complex ecological interactions and historical subsistence practices through evidence-based assessment and biological transmission dynamics.,Evaluating ecological interactions and subsistence practices,0.8422897387374375
212,56,7,Analyzing complex biological interactions and transmission dynamics in ecological and epidemiological contexts,Biological interactions and transmission dynamics analysis,0.8343496119597157
213,54,8,"Analyzing ecological interactions, adaptations, and evolutionary dynamics to evaluate species distributions, behaviors, and community characteristics across diverse environments.",Ecological interactions and species dynamics,0.836478353545309
